fn	arg1	arg2	arg3	value
studentQ	6.5	45		2.8187777055124096e-08
studentQ	6.9	45		7.16969072211755e-09
studentQ	7.300000000000001	45		1.8329505455906024e-09
studentQ	7.7	45		4.726956792586218e-10
studentQ	8.100000000000001	45		1.2333323783048383e-10
studentQ	8.5	45		3.263527486618659e-11
studentQ	8.9	45		8.774697621895123e-12
studentQ	9.3	45		2.4008381801954122e-12
studentQ	9.700000000000001	45		6.692280200312818e-13
studentQ	10.100000000000001	45		1.9020908601396204e-13
studentQ	10.5	45		5.51558463994974e-14
studentQ	10.9	45		1.6323835519366044e-14
studentQ	11.3	45		4.93191921956519e-15
studentQ	11.700000000000001	45		1.521262864304806e-15
studentQ	12.100000000000001	45		4.790364722478729e-16
studentQ	12.5	45		1.5397484623054783e-16
studentQ	12.9	45		5.0507529636850614e-17
studentQ	13.3	45		1.6903240123191582e-17
studentQ	13.700000000000001	45		5.769700417356079e-18
studentQ	14.100000000000001	45		2.0079473387966494e-18
studentQ	14.5	45		7.121993534945303e-19
studentQ	14.9	45		2.5735158812422475e-19
studentQ	15.3	45		9.469956592382101e-20
studentQ	15.700000000000001	45		3.5471619372241454e-20
studentQ	16.1	45		1.35188562587446e-20
studentQ	16.5	45		5.240083988355792e-21
studentQ	16.900000000000002	45		2.0648570207407428e-21
studentQ	17.3	45		8.268196884099902e-22
studentQ	17.7	45		3.3629367854924923e-22
studentQ	18.1	45		1.3887836022156195e-22
studentQ	18.5	45		5.820800961819422e-23
studentQ	18.900000000000002	45		2.4750915980168004e-23
studentQ	19.3	45		1.0673140910551479e-23
studentQ	19.700000000000003	45		4.665755110386211e-24
studentQ	20.1	45		2.066907255434927e-24
studentQ	20.5	45		9.275437870401577e-25
studentQ	20.900000000000002	45		4.215137082795621e-25
studentQ	21.3	45		1.9391291977334233e-25
studentQ	21.700000000000003	45		9.027715559630465e-26
studentQ	22.1	45		4.251946050058975e-26
studentQ	22.5	45		2.0253652255280168e-26
studentQ	22.900000000000002	45		9.754294304119007e-27
studentQ	23.3	45		4.748326293528949e-27
studentQ	23.700000000000003	45		2.3356983622413757e-27
studentQ	24.1	45		1.1606670980053932e-27
chiSquareQ	1	5		0.9625657732472964
chiSquareQ	3.5	5		0.6233876277495807
chiSquareQ	6	5		0.3062189184132782
chiSquareQ	8.5	5		0.13074778927442512
chiSquareQ	11	5		0.051379983483069505
chiSquareQ	13.5	5		0.01911768934122739
chiSquareQ	16	5		0.006844073922420417
chiSquareQ	18.5	5		0.002380836395074233
chiSquareQ	21	5		0.0008100596181897021
chiSquareQ	23.5	5		0.00027079858733695266
chiSquareQ	26	5		8.923598334496322e-05
chiSquareQ	28.5	5		2.9057490718282737e-05
chiSquareQ	31	5		9.367248705398536e-06
chiSquareQ	33.5	5		2.993894489735563e-06
chiSquareQ	36	5		9.498108998625082e-07
chiSquareQ	38.5	5		2.993804933931494e-07
chiSquareQ	41	5		9.382783981627105e-08
chiSquareQ	43.5	5		2.9257767009235632e-08
chiSquareQ	46	5		9.082105818889289e-09
chiSquareQ	48.5	5		2.80780466210968e-09
chiSquareQ	51	5		8.648731765263413e-10
chiSquareQ	53.5	5		2.65515532453598e-10
chiSquareQ	56	5		8.12656112671905e-11
chiSquareQ	58.5	5		2.4803579213247022e-11
chiSquareQ	61	5		7.551102832950724e-12
chiSquareQ	63.5	5		2.2934078856357457e-12
chiSquareQ	66	5		6.950304248714071e-13
chiSquareQ	68.5	5		2.1020659722649857e-13
chiSquareQ	71	5		6.345562838714174e-14
chiSquareQ	73.5	5		1.912186843635336e-14
chiSquareQ	76	5		5.752764320864817e-15
chiSquareQ	78.5	5		1.7280405479234362e-15
chiSquareQ	81	5		5.183263056933029e-16
chiSquareQ	83.5	5		1.5526079120758649e-16
chiSquareQ	86	5		4.644763365887165e-17
chiSquareQ	88.5	5		1.387841333294202e-17
chiSquareQ	91	5		4.142085842352499e-18
chiSquareQ	93.5	5		1.2348885834188164e-18
chiSquareQ	96	5		3.6778174384968975e-19
chiSquareQ	98.5	5		1.0942807121465622e-19
chiSquareQ	101	5		3.252852142958849e-20
chiSquareQ	103.5	5		9.660869690787597e-21
chiSquareQ	106	5		2.866833110824729e-21
chiSquareQ	108.5	5		8.500404976675365e-22
chiSquareQ	111	5		2.5185086596469405e-22
chiSquareQ	113.5	5		7.456387869147125e-23
chiSquareQ	116	5		2.2060146554750167e-23
chiSquareQ	118.5	5		6.522227525015333e-24
chiSquareQ	121	5		1.9270951064393956e-24
chiSquareQ	123.5	5		5.690380176117431e-25
chiSquareQ	126	5		1.6792716593062442e-25
chiSquareQ	128.5	5		4.952815747194796e-26
chiSquareQ	131	5		1.4599714038459766e-26
chiSquareQ	133.5	5		4.301365939666746e-27
chiSquareQ	136	5		1.2666210796161206e-27
chiSquareQ	138.5	5		3.7279773737050717e-28
chiSquareQ	141	5		1.0967145352268144e-28
chiSquareQ	143.5	5		3.2248896084799294e-29
chiSquareQ	146	5		9.478591561946746e-30
chiSquareQ	148.5	5		2.784754476018198e-30
fisherQ	1	4	45	0.4175307633910482
fisherQ	2.2	4	45	0.08413056539083395
fisherQ	3.4	4	45	0.016349491425070015
fisherQ	4.6	4	45	0.0033656303427377393
fisherQ	5.8	4	45	0.0007487691809103072
fisherQ	7	4	45	0.0001803639227043923
fisherQ	8.2	4	45	4.6864580262506316e-05
fisherQ	9.4	4	45	1.3064088905149477e-05
fisherQ	10.6	4	45	3.8849055651918754e-06
fisherQ	11.799999999999999	4	45	1.2257050774586392e-06
fisherQ	13	4	45	4.0824645249424564e-07
fisherQ	14.2	4	45	1.4289759433002542e-07
fisherQ	15.399999999999999	4	45	5.2351687710761374e-08
fisherQ	16.6	4	45	2.000151231381994e-08
fisherQ	17.8	4	45	7.94348839444426e-09
fisherQ	19	4	45	3.269743625767794e-09
fisherQ	20.2	4	45	1.391355380022367e-09
fisherQ	21.4	4	45	6.106139660839677e-10
fisherQ	22.599999999999998	4	45	2.7579258377443217e-10
fisherQ	23.8	4	45	1.2795490557471857e-10
fisherQ	25	4	45	6.087500714182549e-11
fisherQ	26.2	4	45	2.965151199938808e-11
fisherQ	27.4	4	45	1.4765878530823848e-11
fisherQ	28.599999999999998	4	45	7.50774129528349e-12
fisherQ	29.799999999999997	4	45	3.8929415565865265e-12
fisherQ	31	4	45	2.0563117952243575e-12
fisherQ	32.2	4	45	1.105362816947929e-12
fisherQ	33.4	4	45	6.04118685479016e-13
fisherQ	34.6	4	45	3.35404517081999e-13
fisherQ	35.8	4	45	1.8901678039399102e-13
fisherQ	37	4	45	1.080432007210545e-13
fisherQ	38.199999999999996	4	45	6.259848096610532e-14
fisherQ	39.4	4	45	3.67387010155313e-14
fisherQ	40.6	4	45	2.1828338450742237e-14
fisherQ	41.8	4	45	1.3122447960769655e-14
fisherQ	43	4	45	7.977787282415316e-15
fisherQ	44.199999999999996	4	45	4.902458619212771e-15
fisherQ	45.4	4	45	3.0437778943125897e-15
fisherQ	46.6	4	45	1.9085135952987894e-15
fisherQ	47.8	4	45	1.2080577600172989e-15
fisherQ	49	4	45	7.716625059025306e-16
fisherQ	50.199999999999996	4	45	4.972341337297748e-16
fisherQ	51.4	4	45	3.2310496212743767e-16
fisherQ	52.6	4	45	2.1166005218081215e-16
fisherQ	53.8	4	45	1.3973901288085927e-16
fisherQ	55	4	45	9.295180662314909e-17
fisherQ	56.199999999999996	4	45	6.227930508715295e-17
fisherQ	57.4	4	45	4.202094684093567e-17
fisherQ	58.599999999999994	4	45	2.8544344493128474e-17
fisherQ	59.8	4	45	1.951676039191211e-17
fisherQ	61	4	45	1.3428730238293188e-17
fisherQ	62.199999999999996	4	45	9.296349800241565e-18
fisherQ	63.4	4	45	6.4737401349028486e-18
fisherQ	64.6	4	45	4.534009148655288e-18
fisherQ	65.8	4	45	3.1931302967463444e-18
fisherQ	67	4	45	2.2609155404969262e-18
fisherQ	68.2	4	45	1.6092189754050866e-18
fisherQ	69.39999999999999	4	45	1.1511763112675726e-18
fisherQ	70.6	4	45	8.275612909294883e-19
fisherQ	71.8	4	45	5.977624444979489e-19
TukeyQ	2	5	45	0.6219283692065452
TukeyQ	2.4	5	45	0.4460001853504397
TukeyQ	2.8	5	45	0.29217462765302304
TukeyQ	3.2	5	45	0.17611876351627398
TukeyQ	3.6	5	45	0.09851790000997784
TukeyQ	4	5	45	0.0515866772151089
TukeyQ	4.4	5	45	0.025496818605446614
TukeyQ	4.800000000000001	5	45	0.011987269924241817
TukeyQ	5.2	5	45	0.005398991443083756
TukeyQ	5.6	5	45	0.0023444740306720613
TukeyQ	6	5	45	0.0009872423024901433
TukeyQ	6.4	5	45	0.000405223137124211
TukeyQ	6.800000000000001	5	45	0.0001628792069393592
TukeyQ	7.2	5	45	6.437682405691092e-05
TukeyQ	7.6000000000000005	5	45	2.5111917289044605e-05
TukeyQ	8	5	45	9.699094950299525e-06
TukeyQ	8.4	5	45	3.719937936685902e-06
TukeyQ	8.8	5	45	1.4203602923812397e-06
TukeyQ	9.2	5	45	5.411183094938821e-07
TukeyQ	9.600000000000001	5	45	2.0609609818755814e-07
TukeyQ	10	5	45	7.860978068485736e-08
TukeyQ	10.4	5	45	3.007196913706878e-08
TukeyQ	10.8	5	45	1.1552864886965608e-08
TukeyQ	11.200000000000001	5	45	4.462215708045392e-09
TukeyQ	11.600000000000001	5	45	1.734511756446011e-09
TukeyQ	12	5	45	6.791518458726387e-10
TukeyQ	12.4	5	45	2.6812196907144425e-10
TukeyQ	12.8	5	45	1.0684730877841275e-10
TukeyQ	13.200000000000001	5	45	4.306377476837042e-11
TukeyQ	13.600000000000001	5	45	1.761779611086922e-11
TukeyQ	14	5	45	7.37587768639969e-12
TukeyQ	14.4	5	45	3.2156499685243034e-12
TukeyQ	14.8	5	45	1.5033529976449245e-12
TukeyQ	15.200000000000001	5	45	7.932543510946743e-13
TukeyQ	15.600000000000001	5	45	4.921618668163319e-13
TukeyQ	16	5	45	3.6337599595981374e-13
TukeyQ	16.4	5	45	3.0675462170393075e-13
TukeyQ	16.8	5	45	2.788880237858393e-13
TukeyQ	17.200000000000003	5	45	2.6700863742235015e-13
TukeyQ	17.6	5	45	2.5845992013273644e-13
invGaussQ	0.31622776601683794			0.47827353237616266
invGaussQ	0.1			1.2815515655446006
invGaussQ	0.03162277660168379			1.8574612929324572
invGaussQ	0.01			2.3263478740408408
invGaussQ	0.0031622776601683794			2.730462368651451
invGaussQ	0.001			3.090232306167813
invGaussQ	0.00031622776601683794			3.4172999624428955
invGaussQ	0.0001			3.71901648545568
invGaussQ	3.1622776601683795e-05			4.000362402204139
invGaussQ	1e-05			4.2648907939228256
invGaussQ	3.162277660168379e-06			4.515238476750141
invGaussQ	1e-06			4.753424308822899
invGaussQ	3.162277660168379e-07			4.981033609740276
invGaussQ	1e-07			5.199337582192817
invGaussQ	3.162277660168379e-08			5.409373648135921
invGaussQ	1e-08			5.61200124417479
invGaussQ	3.1622776601683795e-09			5.807941638278737
invGaussQ	1e-09			5.9978070150076865
invGaussQ	3.1622776601683795e-10			6.1821221576338985
invGaussQ	1e-10			6.361340902404056
invGaussQ	3.1622776601683794e-11			6.535858824211575
invGaussQ	1e-11			6.706023155495136
invGaussQ	3.1622776601683794e-12			6.872140640400363
invGaussQ	1e-12			7.034483825301132
invGaussQ	3.162277660168379e-13			7.193296149328536
invGaussQ	1e-13			7.3487961028006765
invGaussQ	3.1622776601683796e-14			7.501180653620726
invGaussQ	1e-14			7.650628092935268
invGaussQ	3.1622776601683794e-15			7.79730041577955
invGaussQ	1e-15			7.941345326170995
invStudentQ	0.31622776601683794	45		0.4815552912108683
invStudentQ	0.1	45		1.3006493322502353
invStudentQ	0.03162277660168379	45		1.904529469688148
invStudentQ	0.01	45		2.4121158757033596
invStudentQ	0.0031622776601683794	45		2.8645385780915595
invStudentQ	0.001	45		3.2814798482316814
invStudentQ	0.00031622776601683794	45		3.6740786354266883
invStudentQ	0.0001	45		4.049340013418545
invStudentQ	3.1622776601683795e-05	45		4.412005548105255
invStudentQ	1e-05	45		4.76546572784432
invStudentQ	3.162277660168379e-06	45		5.112251436784152
invStudentQ	1e-06	45		5.454319107710067
invStudentQ	3.162277660168379e-07	45		5.7932260508338365
invStudentQ	1e-07	45		6.1302434057257695
invStudentQ	3.162277660168379e-08	45		6.466431757691258
invStudentQ	1e-08	45		6.802693417399576
invStudentQ	3.1622776601683795e-09	45		7.139809572405995
invStudentQ	1e-09	45		7.478467322131482
invStudentQ	3.1622776601683795e-10	45		7.819279763561004
invStudentQ	1e-10	45		8.162801190202302
invStudentQ	3.1622776601683794e-11	45		8.50953878313469
invStudentQ	1e-11	45		8.859961737506351
invStudentQ	3.1622776601683794e-12	45		9.214508483341518
invStudentQ	1e-12	45		9.573592469396562
invStudentQ	3.162277660168379e-13	45		9.937606849140947
invStudentQ	1e-13	45		10.306928317871572
invStudentQ	3.1622776601683796e-14	45		10.681920286355563
invStudentQ	1e-14	45		11.062935530780337
invStudentQ	3.1622776601683794e-15	45		11.450318425621665
invStudentQ	1e-15	45		11.844406841613647
invChiSquareQ	0.31622776601683794	5		5.898431759238763
invChiSquareQ	0.1	5		9.236356899781114
invChiSquareQ	0.03162277660168379	5		12.241629783293533
invChiSquareQ	0.01	5		15.08627246938899
invChiSquareQ	0.0031622776601683794	5		17.83365001344651
invChiSquareQ	0.001	5		20.515005652432876
invChiSquareQ	0.00031622776601683794	5		23.14828410898114
invChiSquareQ	0.0001	5		25.744831959055876
invChiSquareQ	3.1622776601683795e-05	5		28.31231868744095
invChiSquareQ	1e-05	5		30.8561899404359
invChiSquareQ	3.162277660168379e-06	5		33.380461822046954
invChiSquareQ	1e-06	5		35.88818687967287
invChiSquareQ	3.162277660168379e-07	5		38.381743062081604
invChiSquareQ	1e-07	5		40.86302108810562
invChiSquareQ	3.162277660168379e-08	5		43.333550499128236
invChiSquareQ	1e-08	5		45.79458712308456
invChiSquareQ	3.1622776601683795e-09	5		48.24717538247248
invChiSquareQ	1e-09	5		50.692193701543026
invChiSquareQ	3.1622776601683795e-10	5		53.13038825893731
invChiSquareQ	1e-10	5		55.562398518238496
invChiSquareQ	3.1622776601683794e-11	5		57.98877684018782
invChiSquareQ	1e-11	5		60.41000375800516
invChiSquareQ	3.1622776601683794e-12	5		62.826500023434136
invChiSquareQ	1e-12	5		65.23863621336784
invChiSquareQ	3.162277660168379e-13	5		67.6467404695318
invChiSquareQ	1e-13	5		70.05110479230302
invChiSquareQ	3.1622776601683796e-14	5		72.4519902025674
invChiSquareQ	1e-14	5		74.84963100851125
invChiSquareQ	3.1622776601683794e-15	5		77.2442383581545
invChiSquareQ	1e-15	5		79.6360032170665
invFisherQ	0.31622776601683794	4	45	1.2186860864113533
invFisherQ	0.1	4	45	2.0741505628754244
invFisherQ	0.03162277660168379	4	45	2.9134582680777625
invFisherQ	0.01	4	45	3.767427081794503
invFisherQ	0.0031622776601683794	4	45	4.648522081937708
invFisherQ	0.001	4	45	5.563930521174546
invFisherQ	0.00031622776601683794	4	45	6.518758322141171
invFisherQ	0.0001	4	45	7.517159979099042
invFisherQ	3.1622776601683795e-05	4	45	8.562829163992179
invFisherQ	1e-05	4	45	9.659243411296307
invFisherQ	3.162277660168379e-06	4	45	10.809799631721775
invFisherQ	1e-06	4	45	12.017895955777826
invFisherQ	3.162277660168379e-07	4	45	13.286985113948079
invFisherQ	1e-07	4	45	14.620611832619662
invFisherQ	3.162277660168379e-08	4	45	16.02244086382511
invFisherQ	1e-08	4	45	17.496279363275754
invFisherQ	3.1622776601683795e-09	4	45	19.046095804280753
invFisherQ	1e-09	4	45	20.676036771312813
invFisherQ	3.1622776601683795e-10	4	45	22.39044249066439
invFisherQ	1e-10	4	45	24.193861665173024
invFisherQ	3.1622776601683794e-11	4	45	26.091066001132972
invFisherQ	1e-11	4	45	28.087064702473523
invFisherQ	3.1622776601683794e-12	4	45	30.187119134276035
invFisherQ	1e-12	4	45	32.396757809708085
invFisherQ	3.162277660168379e-13	4	45	34.72179182248544
invFisherQ	1e-13	4	45	37.16833082550693
invFisherQ	3.1622776601683796e-14	4	45	39.74279964187405
invFisherQ	1e-14	4	45	42.45195558487723
invFisherQ	3.1622776601683794e-15	4	45	45.3029065572499
invFisherQ	1e-15	4	45	48.30312999608994
invTukeyQ	0.31622776601683794	5	45	2.731015200458642
invTukeyQ	0.1	5	45	3.5902812586340738
invTukeyQ	0.03162277660168379	5	45	4.280938028663161
invTukeyQ	0.01	5	45	4.892692416198979
invTukeyQ	0.0031622776601683794	5	45	5.458332595654444
invTukeyQ	0.001	5	45	5.994152582618143
invTukeyQ	0.00031622776601683794	5	45	6.509663701579351
invTukeyQ	0.0001	5	45	7.0110163469035385
invTukeyQ	3.1622776601683795e-05	5	45	7.502484640720778
invTukeyQ	1e-05	5	45	7.9872052337027615
invTukeyQ	3.162277660168379e-06	5	45	8.467579462837218
invTukeyQ	1e-06	5	45	8.945512821987741
invTukeyQ	3.162277660168379e-07	5	45	9.422561060984199
invTukeyQ	1e-07	5	45	9.900027579575834
invTukeyQ	3.162277660168379e-08	5	45	10.379028475525308
invTukeyQ	1e-08	5	45	10.86053999310889
invTukeyQ	3.1622776601683795e-09	5	45	11.345437739054272
invTukeyQ	1e-09	5	45	11.83454252910982
invTukeyQ	3.1622776601683795e-10	5	45	12.328697149652942
invTukeyQ	1e-10	5	45	12.828973863948047
invTukeyQ	3.1622776601683794e-11	5	45	13.337371405290552
invTukeyQ	1e-11	5	45	13.858697032735746
invTukeyQ	3.1622776601683794e-12	5	45	14.40823140636452
invTukeyQ	1e-12	5	45	15.044544665450722
