kind	population	k	df	target	q	oracle	port	absErr	relErr	pass	r_value	r_absErr	r_relErr	r_pass	scipy_value	scipy_absErr	scipy_relErr	scipy_pass	r_in_verified_domain	bucket
forward	acceptance	4	10	1e-04	10.6242089592954	0.000100000000002158	0.000100000000002154	3.6049722235143e-18	3.60497222343651e-14	TRUE	0.000100000542929024	5.42926866211788e-10	5.42926866200073e-06	FALSE	9.9999999999989e-05	2.16885157836716e-15	2.16885157832036e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	4	45	0.1	3.33621161904469	0.100000000000003	0.10000000000002	1.73611125475759e-14	1.73611125475754e-13	TRUE	0.100000000003402	3.39953065697784e-12	3.39953065697776e-11	TRUE	0.1	2.63677968348475e-15	2.63677968348468e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	4	45	1e-04	6.79875721037086	0.000100000000002952	0.000100000000002951	9.62229428080885e-19	9.62229428052485e-15	TRUE	0.000100000000305744	3.02792879203033e-13	3.02792879194096e-09	TRUE	9.9999999999989e-05	2.96254177873517e-15	2.96254177864773e-11	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	4	200	0.1	3.26165600093598	0.0999999999999268	0.099999999999958	3.11556336285435e-14	3.11556336285663e-13	TRUE	0.100000000007374	7.44712624900501e-12	7.44712624901046e-11	TRUE	0.1	7.32469640496447e-14	7.32469640496983e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	4	200	1e-04	6.23281558693481	9.99999999186572e-05	9.99999999186654e-05	8.15862134795342e-18	8.15862135458987e-14	TRUE	9.99999999815593e-05	6.29020761259286e-14	6.29020761770949e-10	TRUE	9.9999999999989e-05	8.13317783347062e-14	8.13317784008637e-10	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	5	3	0.1	5.73757502546199	0.1	0.099999999999944	5.60385071679548e-14	5.60385071679547e-13	TRUE	0.0999999287079649	7.12920351503277e-08	7.12920351503276e-07	FALSE	0.0999999999999999	2.08166817117217e-16	2.08166817117217e-15	TRUE	FALSE	[0.5,1e-2)
forward	acceptance	5	3	1e-04	62.9469700405486	0.00010000000000021	0.000100000000000164	4.57126740974201e-17	4.5712674097324e-13	TRUE	0	0.00010000000000021	1	FALSE	9.9999999999989e-05	2.21190795714199e-16	2.21190795713734e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	5	10	0.1	4.01801127287353	0.100000000000001	0.100000000000011	1.01030295240889e-14	1.01030295240888e-13	TRUE	0.100000000005155	5.15448794757845e-12	5.1544879475784e-11	TRUE	0.0999999999999999	1.0547118733939e-15	1.05471187339389e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	5	10	1e-04	11.1685426469558	0.000100000000001178	0.000100000000001086	9.14117956676841e-17	9.14117956666077e-13	TRUE	0.000100001539396488	1.53939531064571e-09	1.53939531062758e-05	FALSE	9.9999999999989e-05	1.18851597400577e-15	1.18851597399177e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	5	45	0.1	3.59028141217952	0.100000000000002	0.100000000000055	5.35266275747404e-14	5.35266275747394e-13	TRUE	0.100000000010235	1.02333280738165e-11	1.02333280738163e-10	TRUE	0.1	1.70696790036118e-15	1.70696790036115e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	5	45	1e-04	7.01101635721679	0.000100000000002205	0.000100000000002205	5.6920614055489e-19	5.69206140542337e-15	TRUE	0.000100000000080924	7.87189053091247e-14	7.87189053073887e-10	TRUE	9.9999999999989e-05	2.21635318604918e-15	2.2163531860003e-11	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	5	200	0.1	3.50311508253912	0.0999999999999641	0.100000000000015	5.11674036474119e-14	5.11674036474303e-13	TRUE	0.100000000015808	1.58437707398207e-11	1.58437707398264e-10	TRUE	0.0999999999999996	3.5527136788005e-14	3.55271367880178e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	5	200	1e-04	6.4009109361974	9.99999999604268e-05	9.99999999604345e-05	7.65717784317888e-18	7.65717784620906e-14	TRUE	0.000100000000023415	6.29878636228265e-14	6.29878636477528e-10	TRUE	9.9999999999989e-05	3.95621578032357e-14	3.95621578188917e-10	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	6	3	0.1	6.16199832288452	0.1	0.0999999999996487	3.51413342869478e-13	3.51413342869477e-12	TRUE	0.100000000005393	5.39286670875327e-12	5.39286670875327e-11	TRUE	0.1	4.16333634234434e-17	4.16333634234433e-16	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	6	3	1e-04	67.2017932367906	0.000100000000000104	9.99999999998016e-05	3.02180697998866e-16	3.02180697998553e-12	TRUE	0	0.000100000000000104	1	FALSE	9.9999999999989e-05	1.14803457539059e-16	1.1480345753894e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	6	10	0.1	4.26369778434941	0.100000000000001	0.0999999999999743	2.68951527715444e-14	2.68951527715441e-13	TRUE	0.100000000009358	9.35695965154082e-12	9.35695965154071e-11	TRUE	0.1	1.22124532708767e-15	1.22124532708766e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	6	10	1e-04	11.6052528923156	0.000100000000001687	0.000100000000001027	6.60102940190643e-16	6.60102940179508e-12	TRUE	0.000100002966385571	2.96638388367341e-09	2.96638388362337e-05	FALSE	9.9999999999989e-05	1.69794191727524e-15	1.69794191724659e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	6	45	0.1	3.7864721840657	0.0999999999999985	0.100000000000075	7.61474217014779e-14	7.61474217014791e-13	TRUE	0.100000000015973	1.5974735423363e-11	1.59747354233633e-10	TRUE	0.0999999999999996	1.17961196366423e-15	1.17961196366425e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	6	45	1e-04	7.17819268382109	9.9999999998594e-05	9.99999999985945e-05	5.42101086242752e-19	5.42101086250374e-15	TRUE	9.99999997290946e-05	2.69499402178255e-13	2.69499402182045e-09	TRUE	9.9999999999989e-05	1.39501583028279e-15	1.3950158303024e-11	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	6	200	0.1	3.68864066665426	0.0999999999999228	0.0999999999998661	5.67046409827299e-14	5.67046409827736e-13	TRUE	0.100000000026373	2.64499255830941e-11	2.64499255831145e-10	TRUE	0.0999999999999998	7.69107000309077e-14	7.69107000309671e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	6	200	1e-04	6.53209364702483	9.9999999914526e-05	9.99999999145315e-05	5.43456338958359e-18	5.43456339422873e-14	TRUE	9.99999999774515e-05	6.29254271302185e-14	6.29254271840033e-10	TRUE	9.9999999999989e-05	8.54629545301092e-14	8.54629546031577e-10	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	7	3	0.1	6.51094987140398	0.100000000000001	0.0999999999985238	1.47674927841734e-12	1.47674927841734e-11	TRUE	0.100000016030846	1.60308449986823e-08	1.60308449986823e-07	FALSE	0.1	3.19189119579733e-16	3.19189119579731e-15	TRUE	FALSE	[0.5,1e-2)
forward	acceptance	7	3	1e-04	70.7210820141272	0.000100000000000148	9.99999999988354e-05	1.31269778033682e-15	1.31269778033488e-11	TRUE	0	0.000100000000000148	1	FALSE	9.9999999999989e-05	1.5913377386656e-16	1.59133773866324e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	7	10	0.1	4.46518118067896	0.100000000000002	0.0999999999997187	2.82981971189145e-13	2.8298197118914e-12	TRUE	0.0999999999822049	1.77967779402266e-11	1.77967779402263e-10	TRUE	0.1	1.67921232474555e-15	1.67921232474552e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	7	10	1e-04	11.9701902007097	0.000100000000002164	9.99999999991272e-05	3.03656568206162e-15	3.03656568199591e-11	TRUE	0.000100004783399998	4.78339783459444e-09	4.78339783449093e-05	FALSE	9.9999999999989e-05	2.17482824284299e-15	2.17482824279593e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	7	45	0.1	3.94581663641625	0.0999999999999946	0.10000000000011	1.15213394380476e-13	1.15213394380482e-12	TRUE	0.100000000021312	2.13178641406131e-11	2.13178641406142e-10	TRUE	0.1	5.4678483962789e-15	5.46784839627919e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	7	45	1e-04	7.3161030025854	9.9999999994123e-05	9.99999999941246e-05	1.61275073157219e-18	1.61275073166697e-14	TRUE	9.9999999258249e-05	7.35874048870579e-13	7.35874048913826e-09	TRUE	9.9999999999989e-05	5.86595388148842e-15	5.86595388183316e-11	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	7	200	0.1	3.83871579994255	0.0999999999999059	0.0999999999994557	4.50167680909885e-13	4.50167680910309e-12	TRUE	0.10000000003991	4.00046246129548e-11	4.00046246129925e-10	TRUE	0.1	9.41052791247898e-14	9.41052791248784e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	7	200	1e-04	6.63952382988593	9.99999998954261e-05	9.99999998954263e-05	2.43945488809238e-19	2.43945489064342e-15	TRUE	9.99999999581336e-05	6.27074889410217e-14	6.27074890065974e-10	TRUE	9.9999999999989e-05	1.0456289696939e-13	1.04562897078736e-09	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	8	3	0.1	6.80637529400513	0.0999999999999998	0.0999999999952527	4.74716099763128e-12	4.74716099763129e-11	TRUE	0.10000000001463	1.46301165626639e-11	1.46301165626639e-10	TRUE	0.1	1.52655665885959e-16	1.52655665885959e-15	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	8	3	1e-04	73.7137989890832	9.99999999998646e-05	9.9999999995573e-05	4.29162456440368e-15	4.2916245644095e-11	TRUE	0	9.99999999998646e-05	1	FALSE	9.9999999999989e-05	1.24398646765556e-16	1.24398646765724e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	8	10	0.1	4.63568067986706	0.100000000000002	0.0999999999988197	1.18191567644033e-12	1.18191567644031e-11	TRUE	0.0999999999623759	3.76257913714539e-11	3.76257913714533e-10	TRUE	0.0999999999999996	1.99840144432528e-15	1.99840144432525e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	8	10	1e-04	12.2836682029297	0.00010000000000191	9.99999999912008e-05	1.07093966941058e-14	1.07093966939012e-10	TRUE	0.000100006942299835	6.94229792493658e-09	6.94229792480397e-05	FALSE	9.9999999999989e-05	1.92116559206285e-15	1.92116559202615e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	8	45	0.1	4.07968294779074	0.100000000000004	0.0999999999999162	8.77770078844264e-14	8.77770078844229e-13	TRUE	0.10000000000637	6.36553310062737e-12	6.36553310062712e-11	TRUE	0.0999999999999998	4.26048085699904e-15	4.26048085699887e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	8	45	1e-04	7.43345539767514	0.000100000000004528	0.000100000000004531	3.45589442479755e-18	3.45589442464108e-14	TRUE	9.99999986917022e-05	1.31282543159011e-12	1.31282543153067e-08	FALSE	9.9999999999878e-05	4.64964167428555e-15	4.64964167407504e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	8	200	0.1	3.96437048881895	0.0999999999998772	0.0999999999986743	1.20289889160574e-12	1.20289889160722e-11	TRUE	0.100000000056465	5.65880675651442e-11	5.65880675652137e-10	TRUE	0.0999999999999999	1.2267964422108e-13	1.2267964422123e-12	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	8	200	1e-04	6.73038854166587	9.99999998636428e-05	9.99999998636328e-05	1.00695276769591e-17	1.00695276906896e-13	TRUE	9.99999999262702e-05	6.26273392954207e-14	6.26273393808176e-10	TRUE	9.9999999999989e-05	1.36346148130531e-13	1.36346148316449e-09	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	9	3	0.1	7.0619353849332	0.1	0.0999999999873073	1.26928606514198e-11	1.26928606514198e-10	TRUE	0.0999999913398293	8.66017083045456e-09	8.66017083045455e-08	FALSE	0.1	1.38777878078145e-16	1.38777878078144e-15	TRUE	FALSE	[0.5,1e-2)
forward	acceptance	9	3	1e-04	76.3116058881369	0.00010000000000026	9.99999999886356e-05	1.16248021408624e-14	1.16248021408321e-10	TRUE	0	0.00010000000000026	1	FALSE	9.9999999999989e-05	2.71457118936058e-16	2.71457118935351e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	9	10	0.1	4.7832615152164	0.100000000000002	0.0999999999960801	3.92223753475918e-12	3.92223753475909e-11	TRUE	0.0999999999314726	6.85297235625271e-11	6.85297235625255e-10	TRUE	0.1	2.2065682614425e-15	2.20656826144245e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	9	10	1e-04	12.5583771209989	0.000100000000002419	9.99999999721842e-05	3.02352544043205e-14	3.0235254403589e-10	TRUE	0.000100009394213174	9.39421075466255e-09	9.39421075443526e-05	FALSE	9.9999999999989e-05	2.43046956258791e-15	2.43046956252911e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	9	45	0.1	4.19490804748693	0.099999999999995	0.0999999999997527	2.42264541761017e-13	2.42264541761029e-12	TRUE	0.099999999996789	3.20601878378568e-12	3.20601878378584e-11	TRUE	0.1	4.96824803519758e-15	4.96824803519782e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	9	45	1e-04	7.53556697530473	9.99999999945719e-05	9.99999999945837e-05	1.17906986257799e-17	1.17906986264199e-13	TRUE	9.99999980024757e-05	1.99209622593361e-12	1.99209622604174e-08	FALSE	9.9999999999989e-05	5.41703997197079e-15	5.41703997226483e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	9	200	0.1	4.07221651200787	0.0999999999999188	0.0999999999981371	1.78175529885749e-12	1.78175529885894e-11	TRUE	0.100000000076015	7.60957963308329e-11	7.60957963308946e-10	TRUE	0.0999999999999998	8.09352584951739e-14	8.09352584952396e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	9	200	1e-04	6.80904663930034	9.99999999100365e-05	9.99999999100086e-05	2.79453109958139e-17	2.79453110209544e-13	TRUE	9.99999999727885e-05	6.27519954402023e-14	6.27519954966561e-10	TRUE	9.9999999999989e-05	8.99524595435186e-14	8.9952459624443e-10	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	10	3	0.1	7.28670523911108	0.1	0.0999999999710202	2.89799850783368e-11	2.89799850783367e-10	TRUE	0.0999999990616575	9.38342764600364e-10	9.38342764600362e-09	FALSE	0.1	2.4980018054066e-16	2.4980018054066e-15	TRUE	FALSE	[0.5,1e-2)
forward	acceptance	10	3	1e-04	78.602756894369	0.0001000000000003	9.99999999735761e-05	2.67243502717965e-14	2.67243502717162e-10	TRUE	0	0.0001000000000003	1	FALSE	9.9999999999989e-05	3.11423521519305e-16	3.1142352151837e-12	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	10	10	0.1	4.91321085170947	0.100000000000003	0.0999999999903455	9.65713620182385e-12	9.6571362018236e-11	TRUE	0.0999999998910746	1.08928033260014e-10	1.08928033260011e-09	FALSE	0.1	2.4980018054066e-15	2.49800180540654e-14	TRUE	FALSE	[0.5,1e-2)
forward	acceptance	10	10	1e-04	12.8027996056328	0.000100000000002898	9.9999999925616e-05	7.72823238780543e-14	7.72823238758144e-10	TRUE	0.000100012092439927	1.20924370289777e-08	0.000120924370286272	FALSE	9.9999999999989e-05	2.90929389953898e-15	2.90929389945466e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	10	45	0.1	4.29592008056906	0.100000000000003	0.0999999999997441	2.59042787220665e-13	2.59042787220656e-12	TRUE	0.0999999999817471	1.8256007816575e-11	1.82560078165744e-10	TRUE	0.0999999999999999	3.27515792264421e-15	3.27515792264411e-14	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	10	45	1e-04	7.62592608587789	0.000100000000003954	0.000100000000003977	2.37575801045886e-17	2.37575801036493e-13	TRUE	9.99999972383092e-05	2.76564438939173e-12	2.76564438928239e-08	FALSE	9.9999999999989e-05	3.9646156366549e-15	3.96461563649816e-11	TRUE	FALSE	[1e-2,1e-5)
forward	acceptance	10	200	0.1	4.1665236153369	0.0999999999999148	0.0999999999973505	2.56426824218892e-12	2.5642682421911e-11	TRUE	0.100000000098273	9.83585018987654e-11	9.83585018988492e-10	TRUE	0.0999999999999999	8.51124726253261e-14	8.51124726253986e-13	TRUE	TRUE	[0.5,1e-2)
forward	acceptance	10	200	1e-04	6.87834129551833	9.99999999052128e-05	9.99999999051558e-05	5.69341665826451e-17	5.69341666366114e-13	TRUE	9.99999999672374e-05	6.20246313077361e-14	6.20246313665275e-10	TRUE	9.9999999999989e-05	9.47762105341782e-14	9.47762106240139e-10	TRUE	TRUE	[1e-2,1e-5)
forward	acceptance	2	3	1e-06	184.066385745956	1.00000000020497e-06	1.00000000020496e-06	1.27054942088145e-21	1.27054942062103e-15	TRUE	0	1.00000000020497e-06	1	FALSE	1.00000000002876e-06	1.7621038159968e-16	1.76210381563563e-10	TRUE	FALSE	[1e-5,1e-9)
forward	acceptance	2	3	1e-10	3754.24410885756	1.17882135246004e-10	1.17882135246003e-10	2.58493941422821e-25	2.19281692585039e-15	TRUE	0	1.17882135246004e-10	1	FALSE	1.17882037464767e-10	9.77812365176236e-17	8.29483079124481e-07	TRUE	FALSE	[1e-9,1e-13)
forward	acceptance	2	3	1e-15	7052.36844936784	1.77832320321247e-11	1.77832320321247e-11	1.93870456067116e-26	1.09018684408378e-15	TRUE	0	1.77832320321247e-11	1	FALSE	8.88178419700125e-16	1.7782343853705e-11	0.99995005528702	FALSE	TRUE	[1e-9,1e-13)
forward	acceptance	2	5	1e-06	40.2746434031219	1.0000000004832e-06	1.0000000004832e-06	2.11758236813575e-22	2.11758236711254e-16	TRUE	1.98194863154644e-06	9.81948631063242e-07	0.981948630588768	FALSE	1.00000000002876e-06	4.5443995246551e-16	4.54439952245927e-10	TRUE	FALSE	[1e-5,1e-9)
forward	acceptance	2	5	1e-10	246.932740650239	1.16904938321667e-10	1.16904938321667e-10	2.84343335565103e-25	2.43226111443406e-15	TRUE	5.13738572682776e-07	5.13621667744454e-07	4393.4984707935	FALSE	1.00000008274037e-10	1.69049300476303e-11	0.144604071396162	FALSE	FALSE	[1e-9,1e-13)
forward	characterization	2	5	1e-15	2968.71846265979	4.65621180972531e-16	4.65621180972531e-16	4.93038065763132e-31	1.05888238317109e-15	NA	5.13738572682776e-07	5.13738572217155e-07	1103340211.33687	FALSE	9.99200722162641e-16	5.3357954119011e-16	1.14595203782533	TRUE	FALSE	[1e-13,1e-16]
forward	acceptance	2	10	1e-06	14.8725627221498	1.00000000216167e-06	1.00000000216167e-06	6.35274710440725e-22	6.35274709067472e-16	TRUE	9.99445462390725e-07	5.54539770943332e-10	0.000554539769744601	FALSE	9.99999999917733e-07	2.24393448463591e-15	2.24393447978527e-09	TRUE	FALSE	[1e-5,1e-9)
forward	acceptance	2	10	1e-10	38.6344308473276	1.00002055239008e-10	1.00002055239008e-10	5.94536065272489e-25	5.94523846386487e-15	TRUE	7.47690798164058e-11	2.5232975422602e-11	0.252324568353065	FALSE	1.00000008274037e-10	2.04696497068372e-15	2.04692290152579e-05	TRUE	FALSE	[1e-9,1e-13)
forward	characterization	2	10	1e-15	109.730188817452	3.08805977416332e-15	3.08805977416333e-15	1.18329135783152e-30	3.83182789313758e-16	NA	3.17523785042795e-14	2.86643187301162e-14	9.28230695854404	TRUE	1.11022302462516e-15	1.97783674953817e-15	0.640478777673285	TRUE	TRUE	[1e-13,1e-16]
forward	acceptance	2	45	1e-06	8.002544306736	1.00000000122884e-06	1.00000000122885e-06	1.27054942088145e-21	1.27054941932014e-15	TRUE	1.00000021352464e-06	2.12295799285528e-13	2.1229579902465e-07	TRUE	1.00000000002876e-06	1.20008834988939e-15	1.20008834841467e-09	TRUE	TRUE	[1e-5,1e-9)
forward	acceptance	2	45	1e-10	11.8385771343477	1.00001263122389e-10	1.00001263122389e-10	1.93870456067116e-25	1.9386800727691e-15	TRUE	1.00260466595614e-10	2.59203473224735e-13	0.00259200199208986	TRUE	1.00000008274037e-10	1.25484835232629e-15	1.254832502256e-05	TRUE	TRUE	[1e-9,1e-13)
forward	characterization	2	45	1e-15	16.6889822148955	2.26887638409788e-15	2.26887638409788e-15	8.28303950482062e-30	3.65072313453253e-15	NA	2.4846791291111e-13	2.46199036527012e-13	108.511436873588	TRUE	9.99200722162641e-16	1.26967566193524e-15	0.559605481741602	TRUE	TRUE	[1e-13,1e-16]
forward	acceptance	5	3	1e-06	292.408284994953	1.00000000021526e-06	1.0000000002148e-06	4.55915483859627e-19	4.55915483761487e-13	TRUE	0	1.00000000021526e-06	1	FALSE	1.00000000002876e-06	1.86503525974714e-16	1.86503525934568e-10	TRUE	FALSE	[1e-5,1e-9)
forward	acceptance	5	3	1e-10	4605.31834183453	2.56000398252175e-10	2.56000398252055e-10	1.20147983973327e-22	4.69327332276157e-13	TRUE	0	2.56000398252175e-10	1	FALSE	6.17422779569665e-11	1.94258120295209e-10	0.758819601928327	FALSE	FALSE	[1e-9,1e-13)
forward	acceptance	5	3	1e-15	7591.43886339431	5.71541068115163e-11	5.71541068114908e-11	2.55004273213613e-23	4.46169641062838e-13	TRUE	0	5.71541068115163e-11	1	FALSE	9.99200722162641e-16	5.71531076107941e-11	0.999982517429142	FALSE	TRUE	[1e-9,1e-13)
forward	acceptance	5	5	1e-06	56.834918930725	1.00000000033184e-06	1.00000000033175e-06	8.55503276726843e-20	8.55503276442957e-14	TRUE	1.60390829251345e-06	6.03908292181609e-07	0.603908291981211	FALSE	1.00000000002876e-06	3.03080035230613e-16	3.03080035130041e-10	TRUE	FALSE	[1e-5,1e-9)
