cell_id	quantity	value	source
c0005	n_group2	20	base::length
c0005	mean_group1	123.65340661246606	stats::mean
c0005	mean_group2	133.9342280328801	stats::mean
c0005	sd_group1	15.746002363591481	stats::sd
c0005	sd_group2	25.312138796756305	stats::sd
c0005	median_group1	123.09982926178384	stats::median
c0005	median_group2	135.4196823775431	stats::median
c0005	mean_diff	-10.280821420414043	stats::mean
c0005	u1	138	stats::wilcox.test
c0005	u2	262	stats::wilcox.test
c0005	p	0.096499552436100297	stats::wilcox.test
c0005	rank_biserial	-0.31000000000000005	effectsize::rank_biserial
c0005	wilcox_r	0.2651736660581735	rstatix::wilcox_effsize
c0005	p_method	exact	r::composePMethod
c0006	n	40	base::length
c0006	n_group1	20	base::length
c0006	n_group2	20	base::length
c0006	mean_group1	123.65340661246606	stats::mean
c0006	mean_group2	133.9342280328801	stats::mean
c0006	sd_group1	15.746002363591481	stats::sd
c0006	sd_group2	25.312138796756305	stats::sd
c0006	median_group1	123.09982926178384	stats::median
c0006	median_group2	135.4196823775431	stats::median
c0006	mean_diff	-10.280821420414043	stats::mean
c0006	u1	138	stats::wilcox.test
c0006	u2	262	stats::wilcox.test
c0006	p	0.096499552436100297	stats::wilcox.test
c0006	rank_biserial	-0.31000000000000005	effectsize::rank_biserial
c0006	wilcox_r	0.2651736660581735	rstatix::wilcox_effsize
c0006	p_method	exact	r::composePMethod
c0007	n	40	base::length
c0007	n_group1	20	base::length
c0007	n_group2	20	base::length
c0007	mean_group1	123.65340661246606	stats::mean
c0007	mean_group2	133.9342280328801	stats::mean
c0007	sd_group1	15.746002363591481	stats::sd
c0007	sd_group2	25.312138796756305	stats::sd
c0007	median_group1	123.09982926178384	stats::median
c0007	median_group2	135.4196823775431	stats::median
c0007	mean_diff	-10.280821420414043	stats::mean
c0007	t	-1.5423383217837563	stats::t.test
c0007	df	31.789784909512836	stats::t.test
c0007	p	0.13288837133543871	stats::t.test
c0007	cohens_d	-0.48773020193983618	effectsize::cohens_d
c0007	hedges_g	-0.47802944435466244	effectsize::hedges_g
c0007	cohens_d	-0.48773020193983618	rstatix::cohens_d
c0007	u1	138	stats::wilcox.test
c0007	u2	262	stats::wilcox.test
c0007	mw_p	0.096499552436100297	stats::wilcox.test
c0007	rank_biserial	-0.31000000000000005	effectsize::rank_biserial
c0007	wilcox_r	0.2651736660581735	rstatix::wilcox_effsize
c0007	p_method	exact	r::composePMethod
c0008	n	40	base::length
c0008	n_group1	20	base::length
c0008	n_group2	20	base::length
c0008	mean_group1	123.65340661246606	stats::mean
c0008	mean_group2	133.9342280328801	stats::mean
c0008	sd_group1	15.746002363591481	stats::sd
c0008	sd_group2	25.312138796756305	stats::sd
c0008	median_group1	123.09982926178384	stats::median
c0008	median_group2	135.4196823775431	stats::median
c0008	mean_diff	-10.280821420414043	stats::mean
c0008	t	-1.5423383217837563	stats::t.test
c0008	df	31.789784909512836	stats::t.test
c0008	p	0.13288837133543871	stats::t.test
c0008	cohens_d	-0.48773020193983618	effectsize::cohens_d
c0008	hedges_g	-0.47802944435466244	effectsize::hedges_g
c0008	cohens_d	-0.48773020193983618	rstatix::cohens_d
c0008	u1	138	stats::wilcox.test
c0008	u2	262	stats::wilcox.test
c0008	mw_p	0.096499552436100297	stats::wilcox.test
c0008	rank_biserial	-0.31000000000000005	effectsize::rank_biserial
c0008	wilcox_r	0.2651736660581735	rstatix::wilcox_effsize
c0008	p_method	exact	r::composePMethod
c0009	n	40	base::length
c0009	n_group1	20	base::length
c0009	n_group2	20	base::length
c0009	mean_group1	0.79929909520367126	stats::mean
c0009	mean_group2	2.1413878317564627	stats::mean
c0009	sd_group1	0.32813464539627635	stats::sd
c0009	sd_group2	0.83986566251391781	stats::sd
c0009	median_group1	0.78599345198857851	stats::median
c0009	median_group2	2.3425221597257551	stats::median
c0009	mean_diff	-1.3420887365527916	stats::mean
c0009	t	-6.656385868803131	stats::t.test
c0009	df	24.66845686262187	stats::t.test
c0009	p	6.0393940083449425e-07	stats::t.test
c0009	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0009	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0009	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0010	n	40	base::length
c0010	n_group1	20	base::length
c0010	n_group2	20	base::length
c0010	mean_group1	0.79929909520367126	stats::mean
c0010	mean_group2	2.1413878317564627	stats::mean
c0010	sd_group1	0.32813464539627635	stats::sd
c0010	sd_group2	0.83986566251391781	stats::sd
c0010	median_group1	0.78599345198857851	stats::median
c0010	median_group2	2.3425221597257551	stats::median
c0010	mean_diff	-1.3420887365527916	stats::mean
c0010	t	-6.656385868803131	stats::t.test
c0010	df	24.66845686262187	stats::t.test
c0010	p	6.0393940083449425e-07	stats::t.test
c0010	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0010	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0010	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0011	n	40	base::length
c0011	n_group1	20	base::length
c0011	n_group2	20	base::length
c0011	mean_group1	0.79929909520367126	stats::mean
c0011	mean_group2	2.1413878317564627	stats::mean
c0011	sd_group1	0.32813464539627635	stats::sd
c0011	sd_group2	0.83986566251391781	stats::sd
c0011	median_group1	0.78599345198857851	stats::median
c0011	median_group2	2.3425221597257551	stats::median
c0011	mean_diff	-1.3420887365527916	stats::mean
c0011	t	-6.6563858688031301	stats::t.test
c0011	df	38	stats::t.test
c0011	p	7.2000246032636922e-08	stats::t.test
c0011	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0011	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0011	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0012	n	40	base::length
c0012	n_group1	20	base::length
c0012	n_group2	20	base::length
c0012	mean_group1	0.79929909520367126	stats::mean
c0012	mean_group2	2.1413878317564627	stats::mean
c0012	sd_group1	0.32813464539627635	stats::sd
c0012	sd_group2	0.83986566251391781	stats::sd
c0012	median_group1	0.78599345198857851	stats::median
c0012	median_group2	2.3425221597257551	stats::median
c0012	mean_diff	-1.3420887365527916	stats::mean
c0012	t	-6.6563858688031301	stats::t.test
c0012	df	38	stats::t.test
c0012	p	7.2000246032636922e-08	stats::t.test
c0012	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0012	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0012	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0013	n	40	base::length
c0013	n_group1	20	base::length
c0013	n_group2	20	base::length
c0013	mean_group1	0.79929909520367126	stats::mean
c0013	mean_group2	2.1413878317564627	stats::mean
c0013	sd_group1	0.32813464539627635	stats::sd
c0013	sd_group2	0.83986566251391781	stats::sd
c0013	median_group1	0.78599345198857851	stats::median
c0013	median_group2	2.3425221597257551	stats::median
c0013	mean_diff	-1.3420887365527916	stats::mean
c0013	u1	24	stats::wilcox.test
c0013	u2	376	stats::wilcox.test
c0013	p	1.0605997934914123e-07	stats::wilcox.test
c0013	rank_biserial	-0.87999999999999989	effectsize::rank_biserial
c0013	wilcox_r	0.75275105203610548	rstatix::wilcox_effsize
c0013	p_method	exact	r::composePMethod
c0014	n	40	base::length
c0014	n_group1	20	base::length
c0014	n_group2	20	base::length
c0014	mean_group1	0.79929909520367126	stats::mean
c0014	mean_group2	2.1413878317564627	stats::mean
c0014	sd_group1	0.32813464539627635	stats::sd
c0014	sd_group2	0.83986566251391781	stats::sd
c0014	median_group1	0.78599345198857851	stats::median
c0014	median_group2	2.3425221597257551	stats::median
c0014	mean_diff	-1.3420887365527916	stats::mean
c0014	u1	24	stats::wilcox.test
c0014	u2	376	stats::wilcox.test
c0014	p	1.0605997934914123e-07	stats::wilcox.test
c0014	rank_biserial	-0.87999999999999989	effectsize::rank_biserial
c0014	wilcox_r	0.75275105203610548	rstatix::wilcox_effsize
c0014	p_method	exact	r::composePMethod
c0015	n	40	base::length
c0015	n_group1	20	base::length
c0015	n_group2	20	base::length
c0015	mean_group1	0.79929909520367126	stats::mean
c0015	mean_group2	2.1413878317564627	stats::mean
c0015	sd_group1	0.32813464539627635	stats::sd
c0015	sd_group2	0.83986566251391781	stats::sd
c0015	median_group1	0.78599345198857851	stats::median
c0015	median_group2	2.3425221597257551	stats::median
c0015	mean_diff	-1.3420887365527916	stats::mean
c0015	t	-6.656385868803131	stats::t.test
c0015	df	24.66845686262187	stats::t.test
c0015	p	6.0393940083449425e-07	stats::t.test
c0015	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0015	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0015	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0015	u1	24	stats::wilcox.test
c0015	u2	376	stats::wilcox.test
c0015	mw_p	1.0605997934914123e-07	stats::wilcox.test
c0015	rank_biserial	-0.87999999999999989	effectsize::rank_biserial
c0015	wilcox_r	0.75275105203610548	rstatix::wilcox_effsize
c0015	p_method	exact	r::composePMethod
c0016	n	40	base::length
c0016	n_group1	20	base::length
c0016	n_group2	20	base::length
c0016	mean_group1	0.79929909520367126	stats::mean
c0016	mean_group2	2.1413878317564627	stats::mean
c0016	sd_group1	0.32813464539627635	stats::sd
c0016	sd_group2	0.83986566251391781	stats::sd
c0016	median_group1	0.78599345198857851	stats::median
c0016	median_group2	2.3425221597257551	stats::median
c0016	mean_diff	-1.3420887365527916	stats::mean
c0016	t	-6.656385868803131	stats::t.test
c0016	df	24.66845686262187	stats::t.test
c0016	p	6.0393940083449425e-07	stats::t.test
c0016	cohens_d	-2.1049340330376625	effectsize::cohens_d
c0016	hedges_g	-2.0630677415796663	effectsize::hedges_g
c0016	cohens_d	-2.1049340330376625	rstatix::cohens_d
c0016	u1	24	stats::wilcox.test
c0016	u2	376	stats::wilcox.test
c0016	mw_p	1.0605997934914123e-07	stats::wilcox.test
c0016	rank_biserial	-0.87999999999999989	effectsize::rank_biserial
c0016	wilcox_r	0.75275105203610548	rstatix::wilcox_effsize
c0016	p_method	exact	r::composePMethod
c0017	n	48	base::length
c0017	n_group1	24	base::length
c0017	n_group2	24	base::length
c0017	mean_group1	95.260510144103549	stats::mean
c0017	mean_group2	89.13421448105278	stats::mean
c0017	sd_group1	5.8572314036514923	stats::sd
c0017	sd_group2	4.9840777494869775	stats::sd
c0017	median_group1	95.270211715932533	stats::median
c0017	median_group2	90.339352999903639	stats::median
c0017	mean_diff	6.1262956630507688	stats::mean
c0017	t	3.9024095083039763	stats::t.test
c0017	df	44.851221868892047	stats::t.test
c0017	p	0.00031662029464293	stats::t.test
c0017	cohens_d	1.1265285900537281	effectsize::cohens_d
c0017	hedges_g	1.1080440104640632	effectsize::hedges_g
c0017	cohens_d	1.1265285900537281	rstatix::cohens_d
c0018	n	48	base::length
c0018	n_group1	24	base::length
c0018	n_group2	24	base::length
c0018	mean_group1	89.13421448105278	stats::mean
c0018	mean_group2	95.260510144103549	stats::mean
c0018	sd_group1	4.9840777494869775	stats::sd
c0018	sd_group2	5.8572314036514923	stats::sd
c0018	median_group1	90.339352999903639	stats::median
c0018	median_group2	95.270211715932533	stats::median
c0018	mean_diff	-6.1262956630507688	stats::mean
c0018	t	-3.9024095083039763	stats::t.test
c0018	df	44.851221868892047	stats::t.test
c0018	p	0.00031662029464293	stats::t.test
c0018	cohens_d	-1.1265285900537281	effectsize::cohens_d
c0018	hedges_g	-1.1080440104640632	effectsize::hedges_g
c0018	cohens_d	-1.1265285900537281	rstatix::cohens_d
c0019	n	48	base::length
c0019	n_group1	24	base::length
c0019	n_group2	24	base::length
c0019	mean_group1	95.260510144103549	stats::mean
c0019	mean_group2	89.13421448105278	stats::mean
c0019	sd_group1	5.8572314036514923	stats::sd
c0019	sd_group2	4.9840777494869775	stats::sd
c0019	median_group1	95.270211715932533	stats::median
c0019	median_group2	90.339352999903639	stats::median
c0019	mean_diff	6.1262956630507688	stats::mean
c0019	t	3.9024095083039763	stats::t.test
c0019	df	46	stats::t.test
c0019	p	0.00030882281652467133	stats::t.test
c0019	cohens_d	1.1265285900537281	effectsize::cohens_d
c0019	hedges_g	1.1080440104640632	effectsize::hedges_g
c0019	cohens_d	1.1265285900537281	rstatix::cohens_d
c0020	n	48	base::length
c0020	n_group1	24	base::length
c0020	n_group2	24	base::length
c0020	mean_group1	89.13421448105278	stats::mean
c0020	mean_group2	95.260510144103549	stats::mean
c0020	sd_group1	4.9840777494869775	stats::sd
c0020	sd_group2	5.8572314036514923	stats::sd
c0020	median_group1	90.339352999903639	stats::median
c0020	median_group2	95.270211715932533	stats::median
c0020	mean_diff	-6.1262956630507688	stats::mean
c0020	t	-3.9024095083039763	stats::t.test
c0020	df	46	stats::t.test
c0020	p	0.00030882281652467133	stats::t.test
c0020	cohens_d	-1.1265285900537281	effectsize::cohens_d
c0020	hedges_g	-1.1080440104640632	effectsize::hedges_g
c0020	cohens_d	-1.1265285900537281	rstatix::cohens_d
c0021	n	48	base::length
c0021	n_group1	24	base::length
c0021	n_group2	24	base::length
c0021	mean_group1	95.260510144103549	stats::mean
c0021	mean_group2	89.13421448105278	stats::mean
c0021	sd_group1	5.8572314036514923	stats::sd
c0021	sd_group2	4.9840777494869775	stats::sd
c0021	median_group1	95.270211715932533	stats::median
c0021	median_group2	90.339352999903639	stats::median
c0021	mean_diff	6.1262956630507688	stats::mean
c0021	u1	431	stats::wilcox.test
c0021	u2	145	stats::wilcox.test
c0021	p	0.0027296853011788804	stats::wilcox.test
c0021	rank_biserial	0.49652777777777773	effectsize::rank_biserial
c0021	wilcox_r	0.42559523809523819	rstatix::wilcox_effsize
c0021	p_method	exact	r::composePMethod
c0022	n	48	base::length
c0022	n_group1	24	base::length
c0022	n_group2	24	base::length
c0022	mean_group1	89.13421448105278	stats::mean
c0022	mean_group2	95.260510144103549	stats::mean
c0022	sd_group1	4.9840777494869775	stats::sd
c0022	sd_group2	5.8572314036514923	stats::sd
c0022	median_group1	90.339352999903639	stats::median
c0022	median_group2	95.270211715932533	stats::median
c0022	mean_diff	-6.1262956630507688	stats::mean
c0022	u1	145	stats::wilcox.test
c0022	u2	431	stats::wilcox.test
c0022	p	0.0027296853011788804	stats::wilcox.test
c0022	rank_biserial	-0.49652777777777773	effectsize::rank_biserial
c0022	wilcox_r	0.42559523809523819	rstatix::wilcox_effsize
c0022	p_method	exact	r::composePMethod
c0023	n	48	base::length
c0023	n_group1	24	base::length
c0023	n_group2	24	base::length
c0023	mean_group1	95.260510144103549	stats::mean
c0023	mean_group2	89.13421448105278	stats::mean
c0023	sd_group1	5.8572314036514923	stats::sd
c0023	sd_group2	4.9840777494869775	stats::sd
c0023	median_group1	95.270211715932533	stats::median
c0023	median_group2	90.339352999903639	stats::median
c0023	mean_diff	6.1262956630507688	stats::mean
c0023	t	3.9024095083039763	stats::t.test
c0023	df	44.851221868892047	stats::t.test
c0023	p	0.00031662029464293	stats::t.test
c0023	cohens_d	1.1265285900537281	effectsize::cohens_d
c0023	hedges_g	1.1080440104640632	effectsize::hedges_g
c0023	cohens_d	1.1265285900537281	rstatix::cohens_d
c0023	u1	431	stats::wilcox.test
c0023	u2	145	stats::wilcox.test
c0023	mw_p	0.0027296853011788804	stats::wilcox.test
c0023	rank_biserial	0.49652777777777773	effectsize::rank_biserial
c0023	wilcox_r	0.42559523809523819	rstatix::wilcox_effsize
c0023	p_method	exact	r::composePMethod
c0024	n	48	base::length
c0024	n_group1	24	base::length
c0024	n_group2	24	base::length
c0024	mean_group1	89.13421448105278	stats::mean
c0024	mean_group2	95.260510144103549	stats::mean
c0024	sd_group1	4.9840777494869775	stats::sd
c0024	sd_group2	5.8572314036514923	stats::sd
c0024	median_group1	90.339352999903639	stats::median
c0024	median_group2	95.270211715932533	stats::median
c0024	mean_diff	-6.1262956630507688	stats::mean
c0024	t	-3.9024095083039763	stats::t.test
c0024	df	44.851221868892047	stats::t.test
c0024	p	0.00031662029464293	stats::t.test
c0024	cohens_d	-1.1265285900537281	effectsize::cohens_d
c0024	hedges_g	-1.1080440104640632	effectsize::hedges_g
c0024	cohens_d	-1.1265285900537281	rstatix::cohens_d
c0024	u1	145	stats::wilcox.test
c0024	u2	431	stats::wilcox.test
c0024	mw_p	0.0027296853011788804	stats::wilcox.test
c0024	rank_biserial	-0.49652777777777773	effectsize::rank_biserial
c0024	wilcox_r	0.42559523809523819	rstatix::wilcox_effsize
c0024	p_method	exact	r::composePMethod
c0025	n	48	base::length
c0025	n_group1	24	base::length
c0025	n_group2	24	base::length
c0025	mean_group1	87.42731120137347	stats::mean
c0025	mean_group2	96.967413423782858	stats::mean
c0025	sd_group1	3.4851283299600611	stats::sd
c0025	sd_group2	4.3701707083066843	stats::sd
c0025	median_group1	88.112737994823135	stats::median
c0025	median_group2	97.887660497748158	stats::median
c0025	mean_diff	-9.5401022224093879	stats::mean
c0025	t	-8.3612609862581149	stats::t.test
c0025	df	43.829915078239189	stats::t.test
c0025	p	1.2663016289237396e-10	stats::t.test
c0025	cohens_d	-2.4136881405904189	effectsize::cohens_d
c0025	hedges_g	-2.3740832775329745	effectsize::hedges_g
c0025	cohens_d	-2.4136881405904189	rstatix::cohens_d
c0026	n	48	base::length
c0026	n_group1	24	base::length
c0026	n_group2	24	base::length
c0026	mean_group1	96.967413423782858	stats::mean
c0026	mean_group2	87.42731120137347	stats::mean
c0026	sd_group1	4.3701707083066843	stats::sd
c0026	sd_group2	3.4851283299600611	stats::sd
c0026	median_group1	97.887660497748158	stats::median
c0026	median_group2	88.112737994823135	stats::median
c0026	mean_diff	9.5401022224093879	stats::mean
c0026	t	8.3612609862581149	stats::t.test
c0026	df	43.829915078239189	stats::t.test
c0026	p	1.2663016289237396e-10	stats::t.test
c0026	cohens_d	2.4136881405904189	effectsize::cohens_d
c0026	hedges_g	2.3740832775329745	effectsize::hedges_g
c0026	cohens_d	2.4136881405904189	rstatix::cohens_d
c0027	n	48	base::length
c0027	n_group1	24	base::length
c0027	n_group2	24	base::length
c0027	mean_group1	87.42731120137347	stats::mean
c0027	mean_group2	96.967413423782858	stats::mean
c0027	sd_group1	3.4851283299600611	stats::sd
c0027	sd_group2	4.3701707083066843	stats::sd
c0027	median_group1	88.112737994823135	stats::median
c0027	median_group2	97.887660497748158	stats::median
c0027	mean_diff	-9.5401022224093879	stats::mean
c0027	t	-8.3612609862581131	stats::t.test
c0027	df	46	stats::t.test
c0027	p	8.7259171238919679e-11	stats::t.test
c0027	cohens_d	-2.4136881405904189	effectsize::cohens_d
c0027	hedges_g	-2.3740832775329745	effectsize::hedges_g
c0027	cohens_d	-2.4136881405904189	rstatix::cohens_d
c0028	n	48	base::length
c0028	n_group1	24	base::length
c0028	n_group2	24	base::length
c0028	mean_group1	96.967413423782858	stats::mean
c0028	mean_group2	87.42731120137347	stats::mean
c0028	sd_group1	4.3701707083066843	stats::sd
c0028	sd_group2	3.4851283299600611	stats::sd
c0028	median_group1	97.887660497748158	stats::median
c0028	median_group2	88.112737994823135	stats::median
c0028	mean_diff	9.5401022224093879	stats::mean
c0028	t	8.3612609862581131	stats::t.test
c0028	df	46	stats::t.test
c0028	p	8.7259171238919679e-11	stats::t.test
c0028	cohens_d	2.4136881405904189	effectsize::cohens_d
c0028	hedges_g	2.3740832775329745	effectsize::hedges_g
c0028	cohens_d	2.4136881405904189	rstatix::cohens_d
c0029	n	48	base::length
c0029	n_group1	24	base::length
c0029	n_group2	24	base::length
c0029	mean_group1	87.42731120137347	stats::mean
c0029	mean_group2	96.967413423782858	stats::mean
c0029	sd_group1	3.4851283299600611	stats::sd
c0029	sd_group2	4.3701707083066843	stats::sd
c0029	median_group1	88.112737994823135	stats::median
c0029	median_group2	97.887660497748158	stats::median
c0029	mean_diff	-9.5401022224093879	stats::mean
c0029	u1	14	stats::wilcox.test
c0029	u2	562	stats::wilcox.test
c0029	p	3.1506217019544155e-11	stats::wilcox.test
c0029	rank_biserial	-0.95138888888888884	effectsize::rank_biserial
c0029	wilcox_r	0.81547619047619069	rstatix::wilcox_effsize
c0029	p_method	exact	r::composePMethod
c0030	n	48	base::length
c0030	n_group1	24	base::length
c0030	n_group2	24	base::length
c0030	mean_group1	96.967413423782858	stats::mean
c0030	mean_group2	87.42731120137347	stats::mean
c0030	sd_group1	4.3701707083066843	stats::sd
c0030	sd_group2	3.4851283299600611	stats::sd
c0030	median_group1	97.887660497748158	stats::median
c0030	median_group2	88.112737994823135	stats::median
c0030	mean_diff	9.5401022224093879	stats::mean
c0030	u1	562	stats::wilcox.test
c0030	u2	14	stats::wilcox.test
c0030	p	3.1506217019544155e-11	stats::wilcox.test
c0030	rank_biserial	0.95138888888888884	effectsize::rank_biserial
c0030	wilcox_r	0.81547619047619069	rstatix::wilcox_effsize
c0030	p_method	exact	r::composePMethod
c0031	n	48	base::length
c0031	n_group1	24	base::length
c0031	n_group2	24	base::length
c0031	mean_group1	87.42731120137347	stats::mean
c0031	mean_group2	96.967413423782858	stats::mean
c0031	sd_group1	3.4851283299600611	stats::sd
c0031	sd_group2	4.3701707083066843	stats::sd
c0031	median_group1	88.112737994823135	stats::median
c0031	median_group2	97.887660497748158	stats::median
c0031	mean_diff	-9.5401022224093879	stats::mean
c0031	t	-8.3612609862581149	stats::t.test
c0031	df	43.829915078239189	stats::t.test
c0031	p	1.2663016289237396e-10	stats::t.test
c0031	cohens_d	-2.4136881405904189	effectsize::cohens_d
c0031	hedges_g	-2.3740832775329745	effectsize::hedges_g
c0031	cohens_d	-2.4136881405904189	rstatix::cohens_d
c0031	u1	14	stats::wilcox.test
c0031	u2	562	stats::wilcox.test
c0031	mw_p	3.1506217019544155e-11	stats::wilcox.test
c0031	rank_biserial	-0.95138888888888884	effectsize::rank_biserial
c0031	wilcox_r	0.81547619047619069	rstatix::wilcox_effsize
c0031	p_method	exact	r::composePMethod
c0032	n	48	base::length
c0032	n_group1	24	base::length
c0032	n_group2	24	base::length
c0032	mean_group1	96.967413423782858	stats::mean
c0032	mean_group2	87.42731120137347	stats::mean
c0032	sd_group1	4.3701707083066843	stats::sd
c0032	sd_group2	3.4851283299600611	stats::sd
c0032	median_group1	97.887660497748158	stats::median
c0032	median_group2	88.112737994823135	stats::median
c0032	mean_diff	9.5401022224093879	stats::mean
c0032	t	8.3612609862581149	stats::t.test
c0032	df	43.829915078239189	stats::t.test
c0032	p	1.2663016289237396e-10	stats::t.test
c0032	cohens_d	2.4136881405904189	effectsize::cohens_d
c0032	hedges_g	2.3740832775329745	effectsize::hedges_g
c0032	cohens_d	2.4136881405904189	rstatix::cohens_d
c0032	u1	562	stats::wilcox.test
c0032	u2	14	stats::wilcox.test
c0032	mw_p	3.1506217019544155e-11	stats::wilcox.test
c0032	rank_biserial	0.95138888888888884	effectsize::rank_biserial
c0032	wilcox_r	0.81547619047619069	rstatix::wilcox_effsize
c0032	p_method	exact	r::composePMethod
c0033	refused	1	r::refuseCell
c0033	refuse_reason	Group column 'voice_type' has 3 group(s) after excluding blanks; this test compares exactly 2.	r::refuseCell
c0034	refused	1	r::refuseCell
c0034	refuse_reason	Group column 'fam' has 5 group(s) after excluding blanks; this test compares exactly 2.	r::refuseCell
c0035	f	18.060297415058745	stats::aov
c0035	df_between	2	stats::aov
c0035	df_within	42	stats::aov
c0035	p	2.1885613623027028e-06	stats::aov
c0035	ss_between	601.78372081250461	stats::aov
c0035	ss_within	699.73698918853006	stats::aov
c0035	ss_total	1301.5207100010348	stats::aov
c0035	ms_between	300.89186040625231	stats::aov
c0035	ms_within	16.66040450448881	stats::aov
c0035	n	45	base::length
c0035	eta_squared	0.4623696850832486	rstatix::eta_squared
c0035	eta_squared	0.4623696850832486	effectsize::eta_squared
c0035	posthoc_soprano__mezzo_cohens_d	1.7838798367260675	effectsize::cohens_d
c0035	posthoc_soprano__mezzo_cohens_d	1.7838798367260675	rstatix::cohens_d
c0035	posthoc_soprano__alto_cohens_d	2.0839749765563771	effectsize::cohens_d
c0035	posthoc_soprano__alto_cohens_d	2.0839749765563771	rstatix::cohens_d
c0035	posthoc_mezzo__alto_cohens_d	0.58593581504441961	effectsize::cohens_d
c0035	posthoc_mezzo__alto_cohens_d	0.58593581504441961	rstatix::cohens_d
c0036	f	18.060297415058734	stats::aov
c0036	df_between	2	stats::aov
c0036	df_within	42	stats::aov
c0036	p	2.1885613623027147e-06	stats::aov
c0036	ss_between	601.78372081250427	stats::aov
c0036	ss_within	699.73698918852995	stats::aov
c0036	ss_total	1301.5207100010343	stats::aov
c0036	ms_between	300.89186040625214	stats::aov
c0036	ms_within	16.66040450448881	stats::aov
c0036	n	45	base::length
c0036	eta_squared	0.46236968508324855	rstatix::eta_squared
c0036	eta_squared	0.46236968508324855	effectsize::eta_squared
c0036	posthoc_alto__mezzo_cohens_d	-0.58593581504441961	effectsize::cohens_d
c0036	posthoc_alto__mezzo_cohens_d	-0.58593581504441961	rstatix::cohens_d
