singer,voice_type,SPL_dB,vibrato_rate_Hz,.fitted,.resid,.std.resid,.hat
Singer_31,Alto,89.5419446940335,4.963123110943825,84.16361624940271,5.378328444630796,1.343369013007396,0.06666666666666667
Singer_32,Alto,86.45429501754003,4.858408997201291,84.16361624940271,2.290678768137326,0.5721530225513921,0.06666666666666667
Singer_33,Alto,86.55641630674067,4.228747961017832,84.16361624940271,2.392800057337965,0.5976603110877512,0.06666666666666667
Singer_34,Alto,81.46852891473692,5.2308925661989765,84.16361624940271,-2.6950873346657858,-0.6731639486154969,0.06666666666666667
Singer_35,Alto,82.1553803195722,5.6074244299749685,84.16361624940271,-2.008235929830505,-0.5016060188060142,0.06666666666666667
Singer_36,Alto,84.66757847742272,5.2125633708880725,84.16361624940271,0.5039622280200149,0.12587688680934211,0.06666666666666667
Singer_37,Alto,84.99504446770584,5.547529870801728,84.16361624940271,0.831428218303131,0.20766952344150624,0.06666666666666667
Singer_38,Alto,80.88272475829166,5.540253821310409,84.16361624940271,-3.280891491111049,-0.819482857838142,0.06666666666666667
Singer_39,Alto,83.01893394504053,5.888023874861213,84.16361624940271,-1.1446823043621777,-0.285912389555378,0.06666666666666667
Singer_40,Alto,83.76081147705851,4.540860420313021,84.16361624940271,-0.4028047723441972,-0.10061033925863909,0.06666666666666667
Singer_41,Alto,79.32680168008702,5.562111444835806,84.16361624940271,-4.836814569315692,-1.2081126842612258,0.06666666666666667
Singer_42,Alto,82.13062442213905,5.504655104092887,84.16361624940271,-2.0329918272636576,-0.5077894093972092,0.06666666666666667
Singer_43,Alto,89.15719220965858,5.091833006671985,84.16361624940271,4.993575960255868,1.2472676739932496,0.06666666666666667
Singer_44,Alto,79.05818833683452,5.006848973104553,84.16361624940271,-5.105427912568189,-1.2752054335272098,0.06666666666666667
Singer_45,Alto,89.27977871417883,5.201560725728137,84.16361624940271,5.116162464776124,1.2778866503686703,0.06666666666666667
