case,test,statistic,value
c02,gh,q:G1-G2,2.836252216656006
c02,gh,df:G1-G2,27.765087546801183
c02,gh,se:G1-G2,0.24918425491976837
c02,gh,estimate:G1-G2,-0.7067493953719683
c02,gh,adj.p.value:G1-G2,0.12964076898206744
c02,gh,q.crit:G1-G2,3.5008946896533164
c02,gh,q:G1-G3,5.4310709531174926
c02,gh,df:G1-G3,16.572048340333232
c02,gh,se:G1-G3,0.6323199582048054
c02,gh,estimate:G1-G3,-3.434174558082585
c02,gh,adj.p.value:G1-G3,0.0036942335278445926
c02,gh,q.crit:G1-G3,3.636688412260568
c02,gh,q:G2-G3,4.344504012783488
c02,gh,df:G2-G3,16.144370975203003
c02,gh,se:G2-G3,0.6277874654242012
c02,gh,estimate:G2-G3,-2.7274251627106167
c02,gh,adj.p.value:G2-G3,0.018756181719121634
c02,gh,q.crit:G2-G3,3.6459069355940077
c02,gh,ms.within,NA
c02,gh,df.within,NA
c02,gh,q.critical,NA
c03,bf,statistic,9.003491806742735
c03,bf,df1,2
c03,bf,df2,42
c03,bf,p.value,0.0005571823765233646
c03,bf,ss.between,21.96506488469039
c03,bf,ss.within,51.23194117120813
c03,bf,median:G1,9.69337071776949
c03,bf,meandev:G1,0.7347595279519565
c03,bf,median:G2,11.500797785242494
c03,bf,meandev:G2,1.1713466634178011
c03,bf,median:G3,14.200082857515019
c03,bf,meandev:G3,2.993438364961323
c03,welch,statistic,12.223715009673734
c03,welch,df1,2
c03,welch,df2,7.997320594456984
c03,welch,p.value,0.003698410137875649
c03,welch,weighted.mean,10.013387897881652
c03,welch,sum.weights,38.66215181593415
c03,welch,var:G1,0.8874448153338561
c03,welch,var:G2,2.1756015715703465
c03,welch,var:G3,19.17155270750144
c03,gh,n.undefined,0
c03,gh,n.pairs,3
c03,gh,q:G1-G2,6.3964431649376365
c03,gh,df:G1-G2,11.547580716299674
c03,gh,se:G1-G2,0.3515264221943327
c03,gh,estimate:G1-G2,-2.2485187805399214
c03,gh,adj.p.value:G1-G2,0.0020416157416369707
c03,gh,q.crit:G1-G2,3.7929276344979295
c03,gh,q:G1-G3,3.664258955475502
c03,gh,df:G1-G3,4.061924291994609
c03,gh,se:G1-G3,1.3899446095698833
c03,gh,estimate:G1-G3,-5.093116983231345
c03,gh,adj.p.value:G1-G3,0.1227028644572632
c03,gh,q.crit:G1-G3,5.004788409380643
c03,gh,q:G2-G3,1.9985183497990788
c03,gh,df:G2-G3,4.46041844603259
c03,gh,se:G2-G3,1.4233535573878549
c03,gh,estimate:G2-G3,-2.844598202691424
c03,gh,adj.p.value:G2-G3,0.409860932417911
c03,gh,q.crit:G2-G3,4.806867837570544
c03,gh,ms.within,NA
c03,gh,df.within,NA
c03,gh,q.critical,NA
c04,bf,statistic,3.4405888603975634
c04,bf,df1,1
c04,bf,df2,18
c04,bf,p.value,0.08006830006098953
c04,bf,ss.between,4.490425229161178
c04,bf,ss.within,23.4923896473819
c04,bf,median:G1,9.96427603821811
c04,bf,meandev:G1,0.7142040375793179
c04,bf,median:G2,11.916355364663026
c04,bf,meandev:G2,1.6618775287313263
c04,welch,statistic,5.346147596002334
c04,welch,df1,1
c04,welch,df2,11.549365337245721
c04,welch,p.value,0.040100037324286734
c04,welch,weighted.mean,10.39882579440435
c04,welch,sum.weights,14.62943824542441
c04,welch,var:G1,0.78238991460074
c04,welch,var:G2,5.410999514776461
c04,gh,n.undefined,0
c04,gh,n.pairs,1
c04,gh,q:G1-G2,3.2699075204055346
c04,gh,df:G1-G2,11.54936533724572
c04,gh,se:G1-G2,0.5564795337376389
c04,gh,estimate:G1-G2,-1.8196366123204708
c04,gh,adj.p.value:G1-G2,0.04010003732978984
c04,gh,q.crit:G1-G2,3.0946938721745343
c04,gh,ms.within,NA
c04,gh,df.within,NA
c04,gh,q.critical,NA
c04,welcht,t,-2.312173781531642
c04,welcht,df,11.54936533724572
c04,welcht,p.value,0.04010003732428667
c05,bf,statistic,12.226389463300638
c05,bf,df1,1
c05,bf,df2,23
c05,bf,p.value,0.0019439830046121705
c05,bf,ss.between,8.528609154711486
c05,bf,ss.within,16.0438215343264
c05,bf,median:G1,10.168634440119444
c05,bf,meandev:G1,0.8809994797061189
c05,bf,median:G2,9.830612800837493
c05,bf,meandev:G2,2.341188607414537
c05,welch,statistic,0.004308815797798727
c05,welch,df1,1
c05,welch,df2,4.298606134178063
c05,welch,p.value,0.9506039856824869
c05,welch,weighted.mean,10.117592116503824
c05,welch,sum.weights,16.304449370408253
c05,welch,var:G1,1.2718022737797428
c05,welch,var:G2,8.639541071653758
c05,gh,n.undefined,0
c05,gh,n.pairs,1
c05,gh,q:G1-G2,0.09283119947300829
c05,gh,df:G1-G2,4.298606134178064
c05,gh,se:G1-G2,0.9464402590812953
c05,gh,estimate:G1-G2,0.08785918448006136
c05,gh,adj.p.value:G1-G2,0.950603992801867
c05,gh,q.crit:G1-G2,3.8212283221249
c05,gh,ms.within,NA
c05,gh,df.within,NA
c05,gh,q.critical,NA
c05,welcht,t,0.06564157065304521
c05,welcht,df,4.298606134178064
c05,welcht,p.value,0.9506039856824838
c06,bf,statistic,4.091678340457302
c06,bf,df1,4
c06,bf,df2,60
c06,bf,p.value,0.005350265524104827
c06,bf,ss.between,20.15484785214247
c06,bf,ss.within,73.88721512951291
c06,bf,median:G1,10.186441817156702
c06,bf,meandev:G1,0.7765601093973017
c06,bf,median:G2,11.781733193912782
c06,bf,meandev:G2,0.3175267498497685
c06,bf,median:G3,12.08481927047273
c06,bf,meandev:G3,0.22666409323985673
c06,bf,median:G4,11.081874871509928
c06,bf,meandev:G4,2.2965211887057397
c06,bf,median:G5,13.804306674791523
c06,bf,meandev:G5,0.8303407440666914
c06,welch,statistic,33.51549342901946
c06,welch,df1,4
c06,welch,df2,15.240760369727727
c06,welch,p.value,2.1988301456699666e-07
c06,welch,weighted.mean,12.107921360135482
c06,welch,sum.weights,187.0148566139414
c06,welch,var:G1,0.9473513027136938
c06,welch,var:G2,0.2093494282903797
c06,welch,var:G3,0.08776813952953885
c06,welch,var:G4,15.209800005432484
c06,welch,var:G5,1.081443267613668
c06,gh,n.undefined,0
c06,gh,n.pairs,10
c06,gh,q:G1-G2,6.592263985566034
c06,gh,df:G1-G2,10.239973423656464
c06,gh,se:G1-G2,0.22909385085716888
c06,gh,estimate:G1-G2,-1.5102471423203507
c06,gh,adj.p.value:G1-G2,0.005867061987590572
c06,gh,q.crit:G1-G2,4.633318064637125
c06,gh,q:G1-G3,10.335695360356624
c06,gh,df:G1-G3,21.697439924923202
c06,gh,se:G1-G3,0.17408266671893438
c06,gh,estimate:G1-G3,-1.7992654107253987
c06,gh,adj.p.value:G1-G3,2.578458599411526e-06
c06,gh,q.crit:G1-G3,4.200926584204678
c06,gh,q:G1-G4,1.433431453187625
c06,gh,df:G1-G4,6.292883247370153
c06,gh,se:G1-G4,1.0548599907412308
c06,gh,estimate:G1-G4,-1.5120694894376872
c06,gh,adj.p.value:G1-G4,0.8412699501627211
c06,gh,q.crit:G1-G4,5.223526966407246
c06,gh,q:G1-G5,17.16156139193256
c06,gh,df:G1-G5,38.16631976718017
c06,gh,se:G1-G5,0.2189615932453512
c06,gh,estimate:G1-G5,-3.7577228249554597
c06,gh,adj.p.value:G1-G5,1.3322676295501878e-14
c06,gh,q.crit:G1-G5,4.048119274178678
c06,gh,q:G2-G3,1.6642670787433451
c06,gh,df:G2-G3,3.9568461657940976
c06,gh,se:G2-G3,0.17366098993154386
c06,gh,estimate:G2-G3,-0.28901826840504796
c06,gh,adj.p.value:G2-G3,0.7655475327751693
c06,gh,q.crit:G2-G3,6.32279982512756
c06,gh,q:G2-G4,0.0017276863466134033
c06,gh,df:G2-G4,6.285234262516171
c06,gh,se:G2-G4,1.0547904837637747
c06,gh,estimate:G2-G4,-0.0018223471173364203
c06,gh,adj.p.value:G2-G4,0.999999999999418
c06,gh,q.crit:G2-G4,5.225536318674856
c06,gh,q:G2-G5,10.279978612307598
c06,gh,df:G2-G5,9.221094516979957
c06,gh,se:G2-G5,0.21862649402250137
c06,gh,estimate:G2-G5,-2.247475682635109
c06,gh,adj.p.value:G2-G5,0.00030227883691313906
c06,gh,q.crit:G2-G5,4.730907890528521
c06,gh,q:G3-G4,0.27503286965975676
c06,gh,df:G3-G4,6.0440976368529515
c06,gh,se:G3-G4,1.0442239927285843
c06,gh,estimate:G3-G4,0.28719592128771154
c06,gh,adj.p.value:G3-G4,0.9995810683906097
c06,gh,q.crit:G3-G4,5.292031417507208
c06,gh,q:G3-G5,12.235979944646932
c06,gh,df:G3-G5,31.128436589906688
c06,gh,se:G3-G5,0.1600572592542421
c06,gh,estimate:G3-G5,-1.958457414230061
c06,gh,adj.p.value:G3-G5,8.496176984174042e-09
c06,gh,q.crit:G3-G5,4.092871536538305
c06,gh,q:G4-G5,2.1333611281719604
c06,gh,df:G4-G5,6.240661570327856
c06,gh,se:G4-G5,1.0526362864040901
c06,gh,estimate:G4-G5,-2.2456533355177726
c06,gh,adj.p.value:G4-G5,0.5913585754645192
c06,gh,q.crit:G4-G5,5.237362975546052
c06,gh,ms.within,NA
c06,gh,df.within,NA
c06,gh,q.critical,NA
c07,bf,statistic,2.1754282910978064
c07,bf,df1,2
c07,bf,df2,33
c07,bf,p.value,0.1295748357750013
c07,bf,ss.between,4.432815099591262
c07,bf,ss.within,33.62163186098209
c07,bf,median:G1,1000010.0937645207
c07,bf,meandev:G1,1.292991801824731
c07,bf,median:G2,1000011.4807872651
c07,bf,meandev:G2,1.1207310772442725
c07,bf,median:G3,1000014.4382458365
c07,bf,meandev:G3,1.9361395548815683
c07,welch,statistic,11.393034258239657
c07,welch,df1,2
c07,welch,df2,21.591892488569734
c07,welch,p.value,0.0004189871138036989
c07,welch,weighted.mean,1000011.370466506
c07,welch,sum.weights,11.88637011395601
c07,welch,var:G1,2.625661206889828
c07,welch,var:G2,2.4570146173210645
c07,welch,var:G3,4.933973334232729
c07,gh,n.undefined,0
c07,gh,n.pairs,3
c07,gh,q:G1-G2,2.6798601630572896
c07,gh,df:G1-G2,21.97580558595558
c07,gh,se:G1-G2,0.46019361071414333
c07,gh,estimate:G1-G2,-1.233254524646327
c07,gh,adj.p.value:G1-G2,0.16381511480849986
c07,gh,q.crit:G1-G2,3.5528711994080666
c07,gh,q:G1-G3,6.849771017822942
c07,gh,df:G1-G3,20.123727580501676
c07,gh,se:G1-G3,0.5612350421586069
c07,gh,estimate:G1-G3,-3.8443315259646624
c07,gh,adj.p.value:G1-G3,0.0002744297476413582
c07,gh,q.crit:G1-G3,3.5762115683860807
c07,gh,q:G2-G3,4.705156282535076
c07,gh,df:G2-G3,19.77859389351248
c07,gh,se:G2-G3,0.5549394843717118
c07,gh,estimate:G2-G3,-2.6110770013183355
c07,gh,adj.p.value:G2-G3,0.009105090739965682
c07,gh,q.crit:G2-G3,3.5810750867346797
c07,gh,ms.within,NA
c07,gh,df.within,NA
c07,gh,q.critical,NA
c08,bf,statistic,3.367544478531366
c08,bf,df1,2
c08,bf,df2,42
c08,bf,p.value,0.04401067937935491
c08,bf,ss.between,21.25474191587234
c08,bf,ss.within,132.5445240824194
c08,bf,median:G1,0.643691232149987
c08,bf,meandev:G1,0.5265551234748886
c08,bf,median:G2,1.3676118621285769
c08,bf,meandev:G2,1.1839491440952523
c08,bf,median:G3,1.6091949089755269
c08,bf,meandev:G3,2.197395575383873
c08,welch,statistic,5.6052823631591
c08,welch,df1,2
c08,welch,df2,21.29501072207434
c08,welch,p.value,0.011073024503337407
c08,welch,weighted.mean,1.024256568868529
c08,welch,sum.weights,37.09462587132582
c08,welch,var:G1,0.46929578163190827
c08,welch,var:G2,4.350952971304178
c08,welch,var:G3,8.90566778691536
c08,gh,n.undefined,0
c08,gh,n.pairs,3
c08,gh,q:G1-G2,2.8851148627208976
c08,gh,df:G1-G2,16.98536150019558
c08,gh,se:G1-G2,0.40084281012786405
c08,gh,estimate:G1-G2,-1.1564775491147112
c08,gh,adj.p.value:G1-G2,0.13294318914885705
c08,gh,q.crit:G1-G2,3.6282533487529736
c08,gh,q:G1-G3,4.038996447431432
c08,gh,df:G1-G3,15.471410565742762
c08,gh,se:G1-G3,0.5590159081978279
c08,gh,estimate:G1-G3,-2.2578632672686827
c08,gh,adj.p.value:G1-G3,0.02981620749953673
c08,gh,q.crit:G1-G3,3.661528944371689
c08,gh,q:G2-G3,1.6568517538579375
c08,gh,df:G2-G3,25.043659182287943
c08,gh,se:G2-G3,0.664746085815718
c08,gh,estimate:G2-G3,-1.1013857181539715
c08,gh,adj.p.value:G2-G3,0.48061514065522926
c08,gh,q.crit:G2-G3,3.522184511655215
c08,gh,ms.within,NA
c08,gh,df.within,NA
c08,gh,q.critical,NA
c09,bf,statistic,30.55465098364739
c09,bf,df1,1
c09,bf,df2,18
c09,bf,p.value,3.007374659064239e-05
c09,bf,ss.between,7.588138631794444
c09,bf,ss.within,4.470235822539751
c09,bf,median:G1,8.432165903900167
c09,bf,meandev:G1,1.2319203409144963
c09,bf,median:G2,7
c09,bf,meandev:G2,0
c09,welch,refused,1
c09,gh,n.undefined,0
c09,gh,n.pairs,1
c09,gh,q:G1-G2,5.032679578498995
c09,gh,df:G1-G2,9
c09,gh,se:G1-G2,0.32659279235519445
c09,gh,estimate:G1-G2,1.64363687657095
c09,gh,adj.p.value:G1-G2,0.006132308805803954
c09,gh,q.crit:G1-G2,3.1991733376645977
c09,gh,ms.within,NA
c09,gh,df.within,NA
c09,gh,q.critical,NA
c09,welcht,t,3.5586418574956955
c09,welcht,df,9
c09,welcht,p.value,0.0061323088057528025
r01,bf,refused,1
r01,welch,refused,1
r01,gh,refused,1
r02,bf,statistic,8.517135282666382
r02,bf,df1,2
r02,bf,df2,21
r02,bf,p.value,0.001956429184723368
r02,bf,ss.between,12.336867470316026
r02,bf,ss.within,15.208999756284868
r02,bf,median:G1,10.359195849105333
r02,bf,meandev:G1,1.7205242061562847
r02,bf,median:G2,12.18149333933038
r02,bf,meandev:G2,1.1652374999661042
r02,bf,median:G3,5
r02,bf,meandev:G3,0
r02,welch,refused,1
r02,gh,n.undefined,0
r02,gh,n.pairs,3
r02,gh,q:G1-G2,3.3638984371123146
r02,gh,df:G1-G2,13.075612236536719
r02,gh,se:G1-G2,0.657492510394975
r02,gh,estimate:G1-G2,-2.211738028130709
r02,gh,adj.p.value:G1-G2,0.0795122868467768
r02,gh,q.crit:G1-G2,3.7314737677538
r02,gh,q:G1-G3,9.465022057806982
r02,gh,df:G1-G3,7
r02,gh,se:G1-G3,0.5230860936809499
r02,gh,estimate:G1-G3,4.95102141482228
r02,gh,adj.p.value:G1-G3,0.000702848297765013
r02,gh,q.crit:G1-G3,4.164941499806837
r02,gh,q:G2-G3,17.981375499012316
r02,gh,df:G2-G3,7
r02,gh,se:G2-G3,0.3983432437271791
r02,gh,estimate:G2-G3,7.162759442952989
r02,gh,adj.p.value:G2-G3,1.1067638591821805e-05
r02,gh,q.crit:G2-G3,4.164941499806837
r02,gh,ms.within,NA
r02,gh,df.within,NA
r02,gh,q.critical,NA
r03,bf,refused,1
r03,welch,refused,1
r03,gh,refused,1
r04,bf,refused,1
r04,welch,refused,1
r04,gh,refused,1
r05,bf,statistic,NA
r05,bf,df1,2
r05,bf,df2,9
r05,bf,p.value,NA
r05,bf,ss.between,0
r05,bf,ss.within,0
r05,bf,median:G1,4.5
r05,bf,meandev:G1,0
r05,bf,median:G2,4.5
r05,bf,meandev:G2,0
r05,bf,median:G3,4.5
r05,bf,meandev:G3,0
r05,bf.warning,refused,1
r05,welch,refused,1
r05,gh,n.undefined,3
r05,gh,n.pairs,3
r05,gh,q:G1-G2,NA
r05,gh,df:G1-G2,NA
r05,gh,se:G1-G2,0
r05,gh,estimate:G1-G2,0
r05,gh,adj.p.value:G1-G2,NA
r05,gh,q.crit:G1-G2,NA
r05,gh,q:G1-G3,NA
r05,gh,df:G1-G3,NA
r05,gh,se:G1-G3,0
r05,gh,estimate:G1-G3,0
r05,gh,adj.p.value:G1-G3,NA
r05,gh,q.crit:G1-G3,NA
r05,gh,q:G2-G3,NA
r05,gh,df:G2-G3,NA
r05,gh,se:G2-G3,0
r05,gh,estimate:G2-G3,0
r05,gh,adj.p.value:G2-G3,NA
r05,gh,q.crit:G2-G3,NA
r05,gh,ms.within,NA
r05,gh,df.within,NA
r05,gh,q.critical,NA
r05,gh.warning,refused,1
r06,bf,refused,1
r06,welch,refused,1
r06,gh,refused,1
r07,bf,refused,1
r07,welch,refused,1
r07,gh,refused,1
r08,bf,refused,1
r08,welch,refused,1
r08,gh,refused,1

