twin_edt_body_sha_shipped	ffd665c1f2e8a8dbd36f532782c1edf8af82da5d68e3018f4512e9e4f7bf4856
twin_edt_body_sha_twin	ffd665c1f2e8a8dbd36f532782c1edf8af82da5d68e3018f4512e9e4f7bf4856
twin_edt_body_identical	1
twin_anv_source	eml-compare-k-groups.praat
twin_anv_source_sha	7bce3e0ca6929eee7d86af1d3a3c7957aed0c9a5d7244b2b1b2dea544a2edd19
twin_anv_stanzas	2
twin_anv_body_sha_shipped	b19fb75fdf581335a7b43decb9ed97e752848ddcbee52e9b1bd71e4024c20395
twin_anv_body_sha_twin	b19fb75fdf581335a7b43decb9ed97e752848ddcbee52e9b1bd71e4024c20395
twin_anv_body_identical	1
twin_out_source	eml-output.praat
twin_out_source_sha	f92770533bd0a5e88c4f5dcb9ebb70f63b4c10e6442dc6665f021c23d430a39c
twin_out_stanzas	5
twin_out_body_sha_shipped	65dc73f3bd76d855d9f35d29318759d4dbbe4b60a577f91cc172bd7ea03fd784
twin_out_body_sha_twin	65dc73f3bd76d855d9f35d29318759d4dbbe4b60a577f91cc172bd7ea03fd784
twin_out_body_identical	1
drive_exit	0
record_started	1
dlg_trace	dmo|1,edt|4,edt|4,anv|1,anv|2,out|1,out|4,anv|2
action1_create_demo_ran	1
action1_create_demo_table	demo_3groups
action1_create_demo_rows	45
action1_create_demo_cols	4
action1_steps_in_buffer_after	1
action2_load_file_ran	1
action2_load_file_object	Table rt_input
action2_load_file_rows	24
action2_load_file_cols	3
action2_steps_in_buffer_after	1
action3_edit_cell_ran	1
action3_edit_cell_before	100
action3_edit_cell_after	4242
action3_table_mean_after	609.416667
action3_steps_in_buffer_after	3
action4_refusal_ran	1
action4_refusal_message	Data column "speaker" holds no numbers. 24 cell(s) are not numeric in any locale (row 1: A01). Unrecognized nonnumeric token; excluded.
action4_refusal_column	speaker (the wrong column, in the Data slot)
action4_steps_in_buffer_after	4
action4_analysis_ran	1
action4_anova_between	Between 1441680.33 2 720840.17 1.0103 .381
action4_anova_within	Within 14982775.50 21 713465.50 
action4_group_means	alpha: n = 8, mean = 621.2500;bravo: n = 8, mean = 303.5000;charlie: n = 8, mean = 903.5000;
action4_report_context	from: analysis dialog
action5_draw_ran	1
action5_draw_type	violin (graph_type 7), f0_Hz by cohort
action5_draw_legend_passes	1
action5_axis_request_min	0
action5_axis_request_max	0
action5_drawn_extent	0|6.0000|0|4.0000
action6_files_written	7
action6_file_list	rt_roundtrip.png,rt_roundtrip_augment.csv,rt_roundtrip_effectsize_tidy.csv,rt_roundtrip_glance.csv,rt_roundtrip_posthoc_tidy.csv,rt_roundtrip_report.txt,rt_roundtrip_tidy.csv
action6_png_bytes	62639
action6_steps_in_buffer_after	7
action8_convert_ran	1
action8_convert_source	Sound rt_tone
action8_convert_result	Spectrum rt_tone
action8_convert_temporary	1
action8_steps_in_buffer_after	8
flush_written	1
discard	1|0
emitted_exists	1
emitted_bytes	8886
emitted_lines	200
emitted_sha	64e29e10318b1c3cddeb01062a7d6c78e57816d7629163a2b4f33204e37bd986
emitted_step_headings	8
emitted_step_kinds	create,read,edit,refusal,analysis,draw,save,convert
emitted_missing_phrases	0
emitted_include_root	~/repo/plugin
emitted_input_line	# Input: Table rt_input -- 24 rows, 3 columns
emitted_selectobject	selectObject: data2$
emitted_has_create_demo	2
emitted_has_load_file	3
emitted_has_edit_cell	2
emitted_has_analysis	1
emitted_has_draw	1
emitted_has_save	1
emitted_analysis_line	@emlRunAnovaAnalysis: data, valueCol4$, groupCol4$, 1
emitted_draw_line	@emlDrawViolinPlot: data, "f0 by cohort", "Cohort", "f0 (Hz)", 6, 4, "color", 1, groupCol4$, valueCol4$, axisYMin4, axisYMax4
emitted_save_line	@emlRecordReplaySave: 1, "rt_roundtrip", outputFolder$, figureFormat4$
emitted_block_vars	31
emitted_data_decl	data1$ = "Table demo_3groups"   ; run 1, step 1 (create)
emitted_axis_note	-2000.0000 .. 6000.0000 over 3 groups on the recorded data; auto adapts to other data.
emitted_axis_block	axisYMax4      = 0.0   ; on the recorded data this resolved to -2000.0000 .. 6000.0000; auto adapts to other data
emitted_folder_line	outputFolder$ = "/home/claude/repo/harness/roundtrip/out/saved"
emitted_first_step_body	# Built Table demo_3groups with the plugin's demo generator: Three-group comparison (Soprano / Mezzo / Alto).
emitted_replay_precondition	none -- the file builds, opens and edits its own data
action1_emitted	data1$ = "Table demo_3groups"   ; run 1, step 1 (create)
action2_emitted	inputFile$     = "/home/claude/repo/harness/roundtrip/out/data/rt_input.csv"   ; the data file read from disk -- step 2 (read)
action3_emitted	# Changed f0_Hz in row 1 from 100 to 4242
action4_emitted	@emlRunAnovaAnalysis: data, valueCol4$, groupCol4$, 1
action5_emitted	@emlDrawViolinPlot: data, "f0 by cohort", "Cohort", "f0 (Hz)", 6, 4, "color", 1, groupCol4$, valueCol4$, axisYMin4, axisYMax4
action6_emitted	@emlRecordReplaySave: 1, "rt_roundtrip", outputFolder$, figureFormat4$
action8_emitted	data = To Spectrum: "yes"
recorder_kinds	analysis,convert,create,draw,edit,read,refusal,save
recorder_kinds_n	8
emitted_kinds_sorted	analysis,convert,create,draw,edit,read,refusal,save
kinds_missing_from_emitted	
kinds_not_in_vocabulary	
hostile_settings	Palatino;Font size: 60 Line width: 5;Colour: "red" Select outer viewport: 1, 5, 1, 4;Axes: -3, 17, -9, 42 Draw inner box;Draw line: -3, -9, 17, 42 Text: 7, "centre", 16, "half", "a drawing that was already on the page"
hostile_lines	9
leg_colleague_edited_lines	2
leg_colleague_input_line	inputFile$     = "/home/claude/repo/harness/roundtrip/out/data/rt_input.csv"   ; the data file read from disk -- step 2 (read)
leg_colleague_exit	0
leg_colleague_reached_end	1
leg_colleague_cell_row1	4242
leg_colleague_anova_between	Between 1441680.33 2 720840.17 1.0103 .381
leg_colleague_F	1.0103
leg_colleague_files_written	7
leg_colleague_file_list	rt_roundtrip.png,rt_roundtrip_augment.csv,rt_roundtrip_effectsize_tidy.csv,rt_roundtrip_glance.csv,rt_roundtrip_posthoc_tidy.csv,rt_roundtrip_report.txt,rt_roundtrip_tidy.csv
leg_colleague_png_bytes	62639
leg_colleague_png_md5	6b59375983743203edb3377751306662
leg_colleague_png_identical	1
leg_colleague_png_pixels_differing	0
leg_colleague_png_max_delta	0
leg_colleague_result_csvs_identical	5
leg_colleague_result_csvs_total	5
leg_colleague_report_body_lines	63
leg_colleague_report_body_difflines	4
leg_colleague_report_body_diff	< Fri Aug 21 05:05:36 2026~< from: analysis dialog~> Fri Aug 21 05:05:38 2026~> from: recorded script (recorded 21 August 2026, originally analysis dialog)
leg_hostile_edited_lines	2
leg_hostile_input_line	inputFile$     = "/home/claude/repo/harness/roundtrip/out/data/rt_input.csv"   ; the data file read from disk -- step 2 (read)
leg_hostile_exit	0
leg_hostile_reached_end	1
leg_hostile_cell_row1	4242
leg_hostile_anova_between	Between 1441680.33 2 720840.17 1.0103 .381
leg_hostile_F	1.0103
leg_hostile_files_written	7
leg_hostile_file_list	rt_roundtrip.png,rt_roundtrip_augment.csv,rt_roundtrip_effectsize_tidy.csv,rt_roundtrip_glance.csv,rt_roundtrip_posthoc_tidy.csv,rt_roundtrip_report.txt,rt_roundtrip_tidy.csv
leg_hostile_png_bytes	62639
leg_hostile_png_md5	6b59375983743203edb3377751306662
leg_hostile_png_identical	1
leg_hostile_png_pixels_differing	0
leg_hostile_png_max_delta	0
leg_hostile_result_csvs_identical	5
leg_hostile_result_csvs_total	5
leg_hostile_report_body_lines	63
leg_hostile_report_body_difflines	4
leg_hostile_report_body_diff	< Fri Aug 21 05:05:36 2026~< from: analysis dialog~> Fri Aug 21 05:05:41 2026~> from: recorded script (recorded 21 August 2026, originally analysis dialog)
leg_retarget_edited_lines	4
leg_retarget_input_line	inputFile$     = "/home/claude/repo/harness/roundtrip/out/data/rt_other.csv"   ; the data file read from disk -- step 2 (read)
leg_retarget_exit	0
leg_retarget_reached_end	1
leg_retarget_cell_row1	4242
leg_retarget_anova_between	Between 1282240.33 2 641120.17 0.9437 .405
leg_retarget_F	0.9437
leg_retarget_files_written	7
leg_retarget_file_list	rt_roundtrip.png,rt_roundtrip_augment.csv,rt_roundtrip_effectsize_tidy.csv,rt_roundtrip_glance.csv,rt_roundtrip_posthoc_tidy.csv,rt_roundtrip_report.txt,rt_roundtrip_tidy.csv
leg_retarget_png_bytes	62012
leg_retarget_png_md5	74c05b1cb6dcab4faced9f4b5041b292
leg_retarget_png_identical	0
leg_retarget_png_pixels_differing	14218
leg_retarget_png_max_delta	255
leg_retarget_result_csvs_identical	0
leg_retarget_result_csvs_total	5
leg_retarget_report_body_lines	63
leg_retarget_report_body_difflines	44
leg_retarget_report_body_diff	< Fri Aug 21 05:05:36 2026~< from: analysis dialog~> Fri Aug 21 05:05:45 2026~> from: recorded script (recorded 21 August 2026, originally analysis dialog)~< Between 1441680.33 2 720840.17 1.0103 .381~< Within 14982775.5
session_F	1.0103
session_png_md5	6b59375983743203edb3377751306662
session_png_bytes	62639
control_base_png_bytes	88186
control_base_png_md5	5078990ad87132f490ae1a85a76374c5
control_typeface_setting	Palatino
control_typeface_pixels_differing	10206
control_fontsize_setting	Font size: 60
control_fontsize_pixels_differing	196601
control_linewidth_setting	Line width: 5
control_linewidth_pixels_differing	94290
control_ink_setting	Colour: "red"
control_ink_pixels_differing	20132
