cell	field	new	baseline	rel_error
c0510	slope_t	20.42720811216517	20.427208112165196	1.217e-15
c0510	slope_se	0.02306430192183725	0.023064301921837223	1.203e-15
c0506	slope_t	6.023787719226131	6.0237877192261235	1.180e-15
c0402	t	6.02378771922613	6.023787719226123	1.180e-15
c0400	t	6.02378771922613	6.023787719226123	1.180e-15
c0516	grp_soprano_r_squared	0.004424874534940858	0.004424874534940863	1.176e-15
c0517	grp_soprano_r_squared	0.004424874534940858	0.004424874534940863	1.176e-15
c0505	slope_se	0.031191296106285647	0.031191296106285682	1.112e-15
c0510	residual_se	11.220487385389966	11.220487385389953	1.108e-15
c0519	grp_corr_p	0.000294816321168397	0.0002948163211683973	1.103e-15
c0518	grp_corr_p	0.000294816321168397	0.0002948163211683973	1.103e-15
c0505	intercept_se	2.522358991767138	2.5223589917671405	1.056e-15
c0510	intercept_se	7.773963685594522	7.773963685594514	1.028e-15
c0510	intercept_t	-0.14226297198953486	-0.142262971989535	9.755e-16
c0504	adj_r_squared	0.8018008589371135	0.8018008589371127	9.693e-16
c0505	adj_r_squared	0.8018008589371135	0.8018008589371127	9.693e-16
c0504	r_squared	0.8100591564814005	0.8100591564813997	9.594e-16
c0505	r_squared	0.8100591564814005	0.8100591564813997	9.594e-16
c0509	residual_se	23.054689849941205	23.054689849941184	9.246e-16
c0509	intercept_se	15.395128639557086	15.395128639557072	9.231e-16
c0506	residual_se	10.10938461018483	10.109384610184838	8.786e-16
c0509	slope_t	20.42720811216518	20.427208112165196	8.696e-16
c0509	slope_se	0.09737230239017924	0.09737230239017916	8.551e-16
c0515	overall_r_squared	0.016797633228189404	0.016797633228189418	8.262e-16
c0514	overall_r_squared	0.016797633228189404	0.016797633228189418	8.262e-16
c0516	grp_soprano_slope	0.014997473599550441	0.014997473599550453	8.097e-16
c0517	grp_soprano_slope	0.014997473599550441	0.014997473599550453	8.097e-16
c0516	grp_soprano_slope_t	0.24037269797155003	0.24037269797155023	8.083e-16
c0517	grp_soprano_slope_t	0.24037269797155003	0.24037269797155023	8.083e-16
c0511	f	0.10485423155727622	0.10485423155727613	7.941e-16
c0511	r_squared	0.0027517289771033723	0.00275172897710337	7.880e-16
c0512	adj_r_squared	0.44290731836059705	0.4429073183605974	7.520e-16
c0506	adj_r_squared	0.5951828000467566	0.5951828000467562	7.461e-16
c0506	r_squared	0.6120501833781418	0.6120501833781413	7.256e-16
c0512	slope_t	4.0131827279879415	4.013182727987944	6.639e-16
c0399	r	0.894687052529419	0.8946870525294185	6.205e-16
c0397	r	0.894687052529419	0.8946870525294185	6.205e-16
c0506	slope_se	0.37753135589737513	0.37753135589737535	5.881e-16
c0512	r_squared	0.4722279858153025	0.4722279858153028	5.878e-16
c0506	slope	2.274168745277398	2.2741687452773967	5.858e-16
c0505	intercept	-12.197945101714096	-12.197945101714089	5.825e-16
c0515	grp_alto_r_squared	0.038964603970015096	0.03896460397001512	5.342e-16
c0514	grp_alto_r_squared	0.038964603970015096	0.03896460397001512	5.342e-16
c0414	t	-0.3238120312114363	-0.32381203121143615	5.143e-16
c0412	t	-0.3238120312114363	-0.32381203121143615	5.143e-16
c0515	grp_mezzo_r_squared	0.08287582299380203	0.08287582299380199	5.024e-16
c0514	grp_mezzo_r_squared	0.08287582299380203	0.08287582299380199	5.024e-16
c0396	r	0.9000328641118615	0.900032864111861	4.934e-16
c0505	r	0.9000328641118615	0.900032864111861	4.934e-16
c0394	r	0.9000328641118615	0.900032864111861	4.934e-16
c0504	r	0.9000328641118615	0.900032864111861	4.934e-16
c0512	slope	0.6884311934233387	0.688431193423339	4.838e-16
c0512	intercept	44.24253459399094	44.24253459399092	4.818e-16
c0417	t	4.013182727987942	4.013182727987944	4.426e-16
c0415	t	4.013182727987942	4.013182727987944	4.426e-16
c0390	r	-0.01583735745759045	-0.01583735745759046	4.381e-16
c0388	r	-0.01583735745759045	-0.01583735745759046	4.381e-16
c0506	r	0.7823363620452151	0.7823363620452147	4.257e-16
c0402	r	0.7823363620452151	0.7823363620452147	4.257e-16
c0400	r	0.7823363620452151	0.7823363620452147	4.257e-16
c0511	slope	-0.02492865546248947	-0.02492865546248946	4.175e-16
c0506	intercept_se	4.37610793751389	4.376107937513892	4.059e-16
c0414	r	-0.05245692496804757	-0.05245692496804755	3.968e-16
c0511	r	-0.05245692496804757	-0.05245692496804755	3.968e-16
c0412	r	-0.05245692496804757	-0.05245692496804755	3.968e-16
c0512	intercept_t	3.5566995405711284	3.556699540571127	3.746e-16
c0518	overall_r_squared	0.11507561864019111	0.11507561864019115	3.618e-16
c0519	overall_r_squared	0.11507561864019111	0.11507561864019115	3.618e-16
c0505	slope	0.30892035561774744	0.30892035561774733	3.594e-16
c0519	grp_corr_slope_t	5.028697190280908	5.028697190280906	3.532e-16
c0518	grp_corr_slope_t	5.028697190280908	5.028697190280906	3.532e-16
c0517	overall_intercept	2.5755616050186334	2.5755616050186325	3.448e-16
c0516	overall_intercept	2.5755616050186334	2.5755616050186325	3.448e-16
c0511	slope_t	-0.3238120312114363	-0.3238120312114362	3.429e-16
c0514	grp_soprano_r_squared	0.010236584542407057	0.01023658454240706	3.389e-16
c0515	grp_soprano_r_squared	0.010236584542407057	0.01023658454240706	3.389e-16
c0504	slope	2.6222265439955446	2.6222265439955437	3.387e-16
c0390	t	-0.08381393035789077	-0.0838139303578908	3.312e-16
c0388	t	-0.08381393035789077	-0.0838139303578908	3.312e-16
c0417	r	0.6871884645534313	0.6871884645534315	3.231e-16
c0512	r	0.6871884645534313	0.6871884645534315	3.231e-16
c0415	r	0.6871884645534313	0.6871884645534315	3.231e-16
c0515	grp_alto_slope_t	0.7260008307239485	0.7260008307239487	3.058e-16
c0514	grp_alto_slope_t	0.7260008307239485	0.7260008307239487	3.058e-16
c0511	p	0.7478558818054142	0.7478558818054144	2.969e-16
c0506	intercept_t	12.79134169559722	12.791341695597216	2.777e-16
c0516	overall_slope_t	1.6794927377904991	1.6794927377904996	2.644e-16
c0517	overall_slope_t	1.6794927377904991	1.6794927377904996	2.644e-16
c0516	overall_intercept_se	1.7137385921943504	1.71373859219435	2.591e-16
c0517	overall_intercept_se	1.7137385921943504	1.71373859219435	2.591e-16
c0515	overall_slope_t	0.8571105036519837	0.8571105036519839	2.591e-16
c0514	overall_slope_t	0.8571105036519837	0.8571105036519839	2.591e-16
c0515	grp_alto_slope	0.014449700923655903	0.014449700923655906	2.401e-16
c0514	grp_alto_slope	0.014449700923655903	0.014449700923655906	2.401e-16
c0507	adj_r_squared	0.9693961297297162	0.9693961297297164	2.291e-16
c0508	adj_r_squared	0.9693961297297162	0.9693961297297164	2.291e-16
c0507	r_squared	0.970671290990978	0.9706712909909783	2.288e-16
c0508	r_squared	0.970671290990978	0.9706712909909783	2.288e-16
c0512	residual_se	2.0514358762008214	2.051435876200821	2.165e-16
c0516	overall_slope	0.03229799522459925	0.03229799522459926	2.148e-16
c0517	overall_slope	0.03229799522459925	0.03229799522459926	2.148e-16
c0507	slope	-4.1600745309689025	-4.160074530968903	2.135e-16
c0514	overall_slope_se	0.016426876578744306	0.016426876578744302	2.112e-16
c0515	overall_slope_se	0.016426876578744306	0.016426876578744302	2.112e-16
c0519	grp_corr_slope_se	0.269169404590022	0.26916940459002203	2.062e-16
c0518	grp_corr_slope_se	0.269169404590022	0.26916940459002203	2.062e-16
c0391	r	0.008413924306855869	0.008413924306855867	2.062e-16
c0393	r	0.008413924306855869	0.008413924306855867	2.062e-16
c0517	grp_soprano_intercept	4.320214344573296	4.320214344573295	2.056e-16
c0516	grp_soprano_intercept	4.320214344573296	4.320214344573295	2.056e-16
c0515	overall_residual_se	0.5660630708207457	0.5660630708207456	1.961e-16
c0514	overall_residual_se	0.5660630708207457	0.5660630708207456	1.961e-16
c0406	r	0.1460944068312435	0.14609440683124347	1.900e-16
c0408	r	0.1460944068312435	0.14609440683124347	1.900e-16
c0511	slope_se	0.07698495750521406	0.07698495750521404	1.803e-16
c0519	overall_slope_t	2.4983840428088797	2.49838404280888	1.778e-16
c0518	overall_slope_t	2.4983840428088797	2.49838404280888	1.778e-16
c0518	overall_residual_se	5.219884138614645	5.219884138614644	1.702e-16
c0519	overall_residual_se	5.219884138614645	5.219884138614644	1.702e-16
c0514	grp_mezzo_slope_se	0.0412144328522892	0.04121443285228919	1.684e-16
c0515	grp_mezzo_slope_se	0.0412144328522892	0.04121443285228919	1.684e-16
c0411	t	-0.6660751498500027	-0.6660751498500028	1.667e-16
c0409	t	-0.6660751498500027	-0.6660751498500028	1.667e-16
c0519	grp_corr_slope	1.3535714285714284	1.3535714285714282	1.640e-16
c0518	grp_corr_slope	1.3535714285714284	1.3535714285714282	1.640e-16
c0512	slope_se	0.17154244899496318	0.17154244899496315	1.618e-16
c0517	overall_residual_se	0.6937819189371838	0.6937819189371837	1.600e-16
c0516	overall_residual_se	0.6937819189371838	0.6937819189371837	1.600e-16
c0391	t	0.04452387857446964	0.044523878574469634	1.558e-16
c0393	t	0.04452387857446964	0.044523878574469634	1.558e-16
c0515	grp_mezzo_slope	-0.044670504773438424	-0.04467050477343842	1.553e-16
c0514	grp_mezzo_slope	-0.044670504773438424	-0.04467050477343842	1.553e-16
c0515	grp_soprano_slope_t	-0.3666768707933468	-0.3666768707933469	1.514e-16
c0514	grp_soprano_slope_t	-0.3666768707933468	-0.3666768707933469	1.514e-16
c0504	intercept	47.05848293945359	47.0584829394536	1.510e-16
c0515	grp_soprano_slope_se	0.04655152391186169	0.04655152391186168	1.491e-16
c0514	grp_soprano_slope_se	0.04655152391186169	0.04655152391186168	1.491e-16
c0519	overall_intercept_t	3.089917998666187	3.0899179986661864	1.437e-16
c0518	overall_intercept_t	3.089917998666187	3.0899179986661864	1.437e-16
c0519	overall_intercept_se	1.5644286962888627	1.564428696288863	1.419e-16
c0518	overall_intercept_se	1.5644286962888627	1.564428696288863	1.419e-16
c0519	overall_slope_se	0.4205210387824558	0.4205210387824557	1.320e-16
c0518	overall_slope_se	0.4205210387824558	0.4205210387824557	1.320e-16
c0411	r	-0.10742636713545865	-0.10742636713545867	1.292e-16
c0409	r	-0.10742636713545865	-0.10742636713545867	1.292e-16
c0506	intercept	55.97629192555537	55.97629192555538	1.269e-16
c0508	intercept	28.36891126982023	28.368911269820234	1.252e-16
c0515	overall_slope	0.014079648457836507	0.014079648457836508	1.232e-16
c0514	overall_slope	0.014079648457836507	0.014079648457836508	1.232e-16
c0406	t	0.9103539104980044	0.9103539104980043	1.220e-16
c0408	t	0.9103539104980044	0.9103539104980043	1.220e-16
c0508	slope	-0.23333026458179915	-0.23333026458179917	1.190e-16
c0507	r	-0.9852265176044431	-0.9852265176044432	1.127e-16
c0403	r	-0.9852265176044431	-0.9852265176044432	1.127e-16
c0405	r	-0.9852265176044431	-0.9852265176044432	1.127e-16
c0508	r	-0.9852265176044431	-0.9852265176044432	1.127e-16
c0509	slope	1.9890442852848702	1.9890442852848704	1.116e-16
