grp,y
All,45.899894395494016
All,64.49909771398266
All,60.77727519466596
All,43.52781419393669
All,51.05531703510165
All,64.75666993804023
All,51.27441709388679
All,38.03861411798241
All,51.6251194263522
All,58.070786399951686
All,39.86523941919099
All,35.76585681389621
All,53.51922820569771
All,52.51557798146449
All,35.52336186443112
All,42.39104770360281
All,59.94006777217014
All,51.49613115800723
All,39.407521781175596
All,54.2765029793129
All,65.55337820516222
All,50.22031467729709
All,44.525662996184124
All,61.99096134161893
All,62.820131685018374
All,43.78143068893897
All,45.63334844097097
All,61.3167274705363
All,52.166522644650804
All,35.51593291930284
All,45.88042190256988
All,57.325816737743885
All,42.26121430416152
All,33.897564453755905
All,51.34396312891697
All,56.44365675514714
All,39.802694695678284
All,41.79648334911857
All,61.14723943233929
All,57.501514946379274
All,42.217841050876544
All,52.42453246080185
All,66.94548662946538
All,53.93120963087717
All,42.67599797745244
All,57.48890708098421
All,62.91649388272504
All,43.97733169291657
All,40.245444433719626
All,56.80807649120294
All,53.09851689209433
All,34.78564898383641
All,41.23335980130754
All,56.8179680670957
All,46.303334231770194
All,34.397961093592556
All,49.878431993764536
All,60.439898141792035
All,45.378201722316774
All,42.03404665495547
All,61.17126469356857
All,62.36905314460826
All,45.01406601901457
All,49.485828202804555
All,65.87817885556807
All,56.34621821653493
All,40.6280260318313
All,51.65211112221779
All,61.43896781414419
All,44.56472879116551
All,35.87763613270825
All,52.13124165746898
All,54.43267333088088
All,36.26011773385316
All,38.31344790774416
All,56.65784739948377
All,51.54057709190877
All,36.981738044904425
All,48.88606743961423
All,63.69183481527509
All,51.24991662474167
All,42.57866849810364
All,59.55495502944726
All,65.30373903603196
All,47.31201049197297
All,45.63485052874496
All,62.51734517319719
All,57.47282728121551
All,38.915236690965074
All,45.4466773656265
All,59.0200097451915
All,45.99838973505326
All,33.382083006341226
All,48.078918598990526
All,56.30501157021151
All,39.91575383724483
All,37.32995541324923
All,56.65703692175869
All,57.17193212221134
All,40.98225315113754
All,47.958211218652636
All,65.40167466921226
All,56.42370115675686
All,42.990634332743205
All,56.169164030848904
All,65.91695146856969
All,48.93646816299817
All,41.3965541880003
All,57.481089747182956
All,57.63684553230651
All,38.181189543177275
All,39.93387702409852
All,56.35475326406271
All,48.555646184276604
All,33.270787706268464
All,45.159417432914644
All,58.54162447658051
All,45.264925908970945
All,38.067395688823666
All,56.40183105491788
All,62.212034058316746
All,45.53372056543268
All,46.690157216923176
All,65.00033992203178
All,60.13250924912166
All,43.06472526335241
All,51.30096501780996
All,64.29697753873167
All,50.028653301358766
All,37.548296529322265
All,51.69491782944777
All,57.33367104045807
All,38.98410903417066
All,36.03237419526141
All,54.004156839439766
All,52.19793281245832
All,35.58843730360064
All,43.50976137048019
All,60.676270363789094
All,51.44511421428976
All,39.98985121540113
All,55.40637692269996
All,65.71518477981641
All,49.79171488850541
All,44.854120191138115
All,62.31537888078154
All,61.99103548185371
All,42.895881831008246
All,45.631982472951194
All,60.96101681226002
All,50.95335304756357
All,34.93800258395166
All,46.17500285561344
All,57.04083764145427
All,41.60861280754165
All,34.31592988010809
All,52.25396505853262
All,56.52117655454864
All,39.8986441039071
All,42.917905826859446
All,62.06706351809936
All,57.40451427014417
All,42.42090426396661
All,53.298873111433274
All,66.99946388213824
All,53.13200570075778
All,42.51522146583371
All,57.64481956591544
All,62.04567169738234
All,42.84221381788875
All,40.10772567329076
All,56.70422566467642
All,52.136628231184034
All,34.26646790830705
All,41.7966296975236
All,57.04884447692777
All,45.940311097799
All,34.89850824619646
All,51.06767097282539
All,60.81436129512334
All,45.3875622172141
All,42.94243125648043
All,62.08072118912312
All,62.13693813133768
All,44.745965702258104
All,49.98404846582748
All,65.81160574044803
All,55.27522523228616
All,40.05325355431698
All,51.71393870966318
All,60.7109074399503
All,43.39667506544215
All,35.729258493073864
All,52.38875276995961
All,53.88501970582917
All,35.89319042858981
All,39.108131885123356
All,57.36095225808516
All,51.44258008018721
All,37.43497596889208
All,50.14375069917147
All,64.21468651922562
All,51.05743112828017
All,43.09070636792423
All,60.29220913655219
All,64.90534779398305
All,46.57901426477592
All,45.731072675962956
All,62.3886544631684
All,56.306821630412315
All,38.08054136887242
All,45.52350150131762
All,58.614554670554064
All,45.00595269527337
All,33.320691915474626
All,48.730983349192506
All,56.242531633708296
All,39.72008954138857
All,38.23732206671504
All,57.691776391091864
All,57.24696344373359
All,41.23428879744505
All,49.05689867721903
All,65.91965515003864
All,55.95874336852534
All,43.000607551244535
All,56.64171361118868
All,65.39642303928683
All,47.847386399365085
All,41.15674132398051
All,57.39990407154892
All,56.591891814932374
All,37.27681328571595
All,40.127522790931735
All,56.398727367607904
All,47.8912884367334
All,33.33354641557659
All,46.1441991840168
All,58.93066699926659
All,45.187169365574384
All,38.91134927474116
All,57.56511621691954
All,62.33714861657327
All,45.451894870057245
All,47.438522322559756
All,65.39914706006424
All,59.40003237625454
All,42.570843483765884
All,51.50145954557342
All,63.767367680706926
All,48.77287782344479
All,37.10343461607799
All,51.78469118281169
All,56.61428124797182
All,38.18690250010885
All,36.39780373929336
All,54.53455342543039
All,51.92639047547887
All,35.73980572032461
All,44.67699239481931
All,61.39261004002371
All,51.38418147366523
All,40.57944047743665
All,56.4819413029482
All,65.78012005826832
All,49.30740612069937
All,45.140316445232536
All,62.54903356512955
All,61.08135438023988
All,42.00069577291456
All,45.62913853082527
All,60.57545759993537
All,49.75796671561492
All,34.4416109939231
All,46.52935610361055
All,56.790382095731026
All,41.03917246600248
All,34.83606229351148
All,53.20315639266681
All,56.61209596061225
All,40.041965031780045
All,44.05990273944499
All,62.93216016252518
All,57.25094824959893
All,42.59991372736082
All,54.10825617992249
All,66.94432460784964
All,52.268071798698486
All,42.329583516354546
All,57.742720565335965
All,61.11933413026167
All,41.72699730135884
All,40.015884966131345
All,56.61247895774604
All,51.21372865620815
All,33.84889240321978
All,42.44245704512239
All,57.31445932531564
All,45.63825974608332
All,35.481412496887856
All,52.27518839352059
All,61.160317032293484
All,45.39705457007025
All,43.841803178646934
All,62.90990546700826
All,61.814942942557714
All,44.436005044065794
All,50.4257778567062
All,65.64741006103137
All,54.149642485878196
All,39.484724867606886
All,51.76414455351132
All,59.96199767099167
All,42.27669539016301
All,35.66613887719827
All,52.69141243862888
All,53.3830806640774
All,35.6257604245675
All,39.98679449355222
All,58.08235029284121
All,51.36612726452821
All,37.93490253581107
All,51.39196471636153
All,64.66867028056026
All,50.82116348309479
All,43.57228640704405
All,60.94142061198663
All,64.40467856170537
All,45.80406009466842
All,45.79800128911338
All,62.19463339345607
All,55.11060193704135
All,37.28839212241806
All,45.63769263112874
All,58.22200067303402
All,44.078656118691505
All,33.36611213748873
All,49.44453557429638
All,56.21450568897698
All,39.59914947790332
All,39.210217553525524
All,58.71692498041429
All,57.29591863633834
All,41.491052397007195
All,50.12140195572251
All,66.34084372709512
All,55.419824757129874
All,42.973817562991975
All,57.04010582794692
All,64.78422169611568
All,46.732651396232995
All,40.927657468769425
All,57.29827848401731
All,55.54650450413517
All,36.44589426684363
All,40.398412301749005
All,56.478785221375915
All,47.29120054694776
All,33.501460524564976
All,47.187359670886465
All,59.32692603179509
All,45.14211254207401
All,39.78926061563105
All,58.68848572461333
All,62.39191353382798
All,45.337673050136914
All,48.14000460504901
All,65.69368239589001
All,58.58357106093486
All,42.051188080396095
All,51.66140325504372
All,63.175820021596195
All,47.51782680615517
All,36.71222898739674
All,51.900282530233696
All,55.91956666524927
All,37.479017551826864
All,36.86196983442187
All,55.107585403267024
All,51.69849114490479
All,35.972003739194946
All,45.882965503088094
All,62.080013682274235
All,51.30660420169144
All,41.168264246147324
All,57.4949655638871
All,65.74473125469719
All,48.76763437561729
All,45.38433759670179
All,62.694239398787374
All,60.0986278936665
All,41.104693032763734
All,45.63169054601915
All,60.16816263600472
All,48.59033888773455
All,34.033444100427694
All,46.94592642566684
All,56.57670243746132
All,40.55394957391256
All,35.453642733911536
All,54.18409452195295
All,56.71016263896195
All,40.22542279258123
All,45.21205581054962
All,63.733434347579006
All,57.03589769240645
All,42.75056974635441
All,54.848463130652014
All,66.78060323507377
All,51.344492370213985
All,42.12400340522596
All,57.78813736188985
All,60.14699992344996
All,40.642035088468006
All,39.9767918505062
All,56.538675684266394
All,50.33660029542996
All,33.53624089606285
All,43.16881939745793
All,57.61180425825272
All,45.393960985331766
All,36.1392627275334
All,53.49070442521684
All,61.46972588554435
All,45.39996539441087
All,44.7237191525767
All,63.65208241474228
All,61.40170014426871
All,44.08490397025495
All,50.8116164786326
All,65.38997664913748
All,52.978339166921714
All,38.93069822756865
All,51.809566163000156
All,59.20125900254615
All,41.21405921272999
All,35.692933209381025
All,53.04091857736263
All,52.928872048506136
All,35.456984057477285
All,40.94314445272383
All,58.81457528610741
All,51.3050113343537
All,38.47304443181694
All,52.62011671158175
All,65.04637076116019
All,50.53713923565199
All,44.01908115577558
All,61.49984030251126
All,63.80460399518175
All,44.99287539504208
All,45.840533578617546
All,61.94218417251077
All,53.89470544391357
All,36.54806501356401
All,45.795096119476554
All,57.848428016621774
All,43.22243254051484
All,33.51928929079726
All,50.216348072259315
All,56.21788198044241
All,39.548402805098
All,40.2395246004027
All,59.722505660172544
All,57.31171499035566
All,41.74545098933591
All,51.14341356901982
All,66.66057472797128
All,54.80719937974239
All,42.9111348865478
All,57.36601421069754
All,64.08687402833999
All,45.60166630025986
All,40.71682529568297
All,57.183487165095016
All,54.510271073906175
All,35.69623127091962
All,40.749378423940065
All,56.59633884201275
All,46.75668969875945
All,33.771418823863335
All,48.28129470634846
All,59.723313931236575
All,45.123127117670116
All,40.691496878628556
All,59.76200889073748
All,62.370681886717264
All,45.187505278346165
All,48.79055705466243
All,65.88326827846181
All,57.68791736154719
All,41.51155866242115
All,51.78604679087295
All,62.530799622890214
All,46.27427758081246
All,36.382502388992634
All,52.04700186784873
All,55.255751711708044
All,36.86479844828116
All,37.423556261477366
All,55.71947017080538
All,51.51092186032682
All,36.278771602344065
All,47.11745724785843
All,62.72941687776023
All,51.20588589128193
All,41.748724784893305
All,58.43803540907001
All,65.60663840726733
All,48.17365267804654
All,45.58722571282044
All,62.75431614480605
All,59.05119458993861
All,40.21706013939814
All,45.64660957219454
All,59.74716256807551
All,47.45996667727301
All,33.71931832686341
All,47.42621565963642
All,56.40110497350248
All,40.15291144298638
All,36.163302972184255
All,55.18863704409168
All,56.80870775548283
All,40.44151371232459
All,46.364029049597825
All,64.46234635745525
All,56.755207275760576
All,42.869397157177886
All,55.516312874403965
All,66.51000124563586
All,50.367302385173645
All,41.90408871891862
All,57.7871810149589
All,59.13850893630546
All,39.59751107609904
All,39.996825976747665
All,56.48804854541429
All,49.511165996330305
All,33.330694303919685
All,43.972608479660245
All,57.936990699722976
All,45.20337046302294
All,36.86396639325397
All,54.70369838774936
All,61.734701313941265
All,45.38989952444196
All,45.58031396937023
All,64.30148143374717
All,60.896929610159106
All,43.69435137706926
All,51.1431298292794
All,65.0446442195239
All,51.77080709280684
All,38.39963876868901
All,51.857047739275444
All,58.4374823039545
All,40.21736578907244
All,35.813344314794215
All,53.438025930886
All,52.52342056423464
All,35.38491245256897
All,41.969962740105785
All,59.5496151005461
All,51.25269487926551
All,39.04078581072176
All,53.81790596476593
All,65.34107099922062
All,50.2021887222931
All,44.4276581924616
All,61.96583673453477
All,63.10911385850666
All,44.15200996114631
All,45.864181029350874
All,61.63870174934705
All,52.669791207842835
All,35.868482405740046
All,46.000988215260115
All,57.49922132657889
All,42.44222334886798
All,33.78000282372262
All,51.04219222564642
All,56.24878265459351
All,39.56253993080161
All,41.31560694715807
All,60.69850277192982
All,57.2875329370438
All,41.99080728993745
All,52.11536887803088
All,66.87525061441598
All,54.122180860951545
All,42.81437088458661
All,57.62207909956906
All,63.311755980448254
All,44.46426401071386
All,40.53184490605353
All,57.06271529885277
All,53.49237400756014
All,35.03478815352635
All,41.18226611940634
All,56.75185523775228
All,46.28802748437861
All,34.139238572925336
All,49.41762971479209
All,60.112330795635046
All,45.123339254316576
All,41.608445764071426
All,60.77625078433317
All,62.2686001606948
All,44.99867959973464
All,49.38711118250516
All,65.9683851226963
All,56.71888042235583
All,40.95845594775347
All,51.88118932292675
All,61.84113390231298
All,45.05291406862087
All,36.121579158687446
All,52.229527565920066
All,54.628256523440044
All,36.347490596912436
All,38.080108965686605
All,56.36551649812617
All,51.35958487825581
All,36.65315318281009
All,48.36992300794087
All,63.33189330676863
All,51.075880061684366
All,42.31375983725207
All,59.30463882066628
All,65.36457783950998
All,47.52772273998794
All,45.75095001484676
All,62.733524488691
All,57.948088466126
All,39.347227264489966
All,45.680840928497965
All,59.32028239102791
All,46.37575317541335
All,33.504096096754814
All,47.97073794667571
All,56.26393637241815
All,39.83495830711137
All,36.95869288516937
All,56.2080420134793
All,56.900759088701335
All,40.68258918819488
All,47.505700099342455
All,65.11102692160961
All,56.405568165388765
All,42.953799894323495
All,56.109685242410116
All,66.13536441225588
All,49.343421673969864
All,41.67604565400713
All,57.746436762241714
All,58.1038916292232
All,38.603308489774925
All,40.08176649440437
All,56.46513473781392
All,48.742423594111074
All,33.23327137585851
All,44.8496529891694
All,58.28530525018393
All,45.06170061615786
All,37.64686309636618
All,55.90354056567241
All,61.947634966717345
All,45.36089249158143
All,46.40440020176498
All,64.8533654222346
All,60.301461619189894
All,43.266990827099136
All,51.42280427533473
All,64.61762268330513
All,50.537045066923895
All,37.90009380582501
All,51.913317667787005
All,57.67910747149589
All,39.29443948111329
All,36.03005554324719
All,53.88251742193185
All,52.166765666602984
All,35.40653325897006
All,43.05918766276627
All,60.27902056792985
All,51.202428184644575
All,39.62949634419228
All,54.975451201177194
All,65.54685407699895
All,49.81401536492314
All,44.79552093064056
All,62.33890029386835
All,62.32327115100373
All,43.28875630072386
All,45.87497048617523
All,61.29195470221068
All,51.44650586561291
All,35.258088404158244
All,46.25997622989968
All,57.178991199687744
All,41.74192941566104
All,34.14686316460507
All,51.91687853098203
All,56.302571891843
All,39.6355682330391
All,42.428433773610735
All,61.63499417858562
All,57.216935431485815
All,42.22096607949921
All,53.03053436077355
All,66.98239127225894
All,53.36714619238265
All,42.68624862525752
All,57.811846828622
All,62.466993632122644
All,43.33058375972548
All,40.3802692762335
All,56.94293760395618
All,52.50147466527484
All,34.46760417707499
All,41.69788453126793
All,56.94484301806678
All,45.8844686181172
All,34.59972728193997
All,50.587319102779595
All,60.48617909611894
All,45.135751464103215
All,42.530645096258134
All,61.72239116906852
All,62.081694642785266
All,44.76937628418471
All,49.927602452923104
All,65.95065461669178
All,55.68322355839662
All,40.398991020876316
All,51.95307095690042
All,61.115885556455396
All,43.86419332438964
All,35.93617075531728
All,52.45181754383803
All,54.04163069657818
All,35.92921040897054
All,38.828054581017696
All,57.04018023250717
All,51.23967806926195
All,37.08760498148379
All,49.629628390046726
All,63.878783368805266
All,50.91090291151817
All,42.85694146177208
All,60.089239266275584
All,65.01843048106613
All,46.833101247054664
All,45.87836328597891
All,62.636988376492745
All,56.79892592294275
All,38.50474119671504
All,45.7411812523054
All,58.895022172643564
All,45.34590037628581
All,33.39161402565314
All,48.57898956597063
All,56.16458527928342
All,39.59796031545773
All,37.83256107204651
All,57.23307770983919
All,56.979159463108445
All,40.94098086438196
All,48.62728782973716
All,65.67238373363668
All,55.9845886151881
All,43.0021014780415
All,56.62752896062574
All,65.66064458592707
All,48.28057603985898
All,41.446579406946015
All,57.67284811056822
All,57.053236780718514
All,37.66888177714097
All,40.23668941378022
All,56.47369828915982
All,48.0343941952403
All,33.243819790404714
All,45.79475671029161
All,58.65127838448694
All,44.963513347398326
All,38.478845220209394
All,57.07962605323241
All,62.10131900150659
All,45.30751598779136
All,47.189557104634446
All,65.30408563883572
All,59.61724442479452
All,42.806391169876214
All,51.65398870063753
All,64.11589898539863
All,49.28743590254031
All,37.44056567935887
All,51.98486795938219
All,56.93410839464549
All,38.452235799694144
All,36.34467822843763
All,54.373190517563074
All,51.85797668915461
All,35.517826858499184
All,44.20201166909393
All,60.99402194934206
All,51.14737037865539
All,40.23065822582471
All,56.0834119264083
All,65.65869435008844
All,49.37125083223504
All,45.12113461821722
All,62.61963171476658
All,61.453153531317994
All,42.41105819185331
All,45.879336995269675
All,60.90996179177535
All,50.23535001503738
All,34.724730046986416
All,46.575908362399694
All,56.891508372330364
All,41.12437670719993
All,34.61732472867404
All,52.83431167205478
All,56.37393617456402
All,39.760916955190304
All,43.56770901767917
All,62.522283068329735
All,57.09398235743962
All,42.43039179816295
All,53.88308344962144
All,66.98066824399017
All,52.54552399102891
All,42.53035918860486
All,57.93969602685883
All,61.561354188655116
All,42.210942580776134
All,40.2694793979943
All,56.830800833423936
All,51.54560552142317
All,33.999716748493604
All,42.29597370794419
All,57.173854209812745
All,45.54428466047946
All,35.146757971393896
All,51.78075558093134
All,60.836883873562556
All,45.15336580993488
All,43.44890912414009
All,62.59233522403223
All,61.80694587701865
All,44.49870816809715
All,50.41098041221211
All,65.83280742591656
All,54.58858776533724
All,39.840784435756646
All,52.008258677859885
All,60.36422330317705
All,42.71821509961151
All,35.832269054617534
All,52.7170315566427
All,53.4995007623707
All,35.61093077391362
All,39.66273448859817
All,57.737133519779
All,51.145786125108486
All,37.57411249420767
All,50.88578318183517
All,64.36182017521415
All,50.70583911249391
All,43.372564375927254
All,60.78733509094289
All,64.5692346046595
All,46.0940109091319
All,45.97314444331461
All,62.47060570758621
All,55.61378493154144
All,37.69913548010946
All,45.834157321015084
All,58.47844375894599
All,44.377812417828956
All,33.384624827636834
All,49.24943386820816
All,56.10149910987615
All,39.438809010848516
All,38.77684757168528
All,58.25414037737844
All,57.03668872454173
All,41.20912505744743
All,49.719474376414965
All,66.14019781633229
All,55.490851449807415
All,43.0135708232279
All,57.069854077045875
All,65.09084658087723
All,47.18720623238248
All,41.222786134891855
All,57.573596367402175
All,55.99655932609721
All,36.80313383925416
All,40.46587449500959
All,56.516664789399876
All,47.39008516692837
All,33.36102312006203
All,46.80175145501869
All,59.0287654468129
All,44.902822005195816
All,39.350483879470715
All,58.22150874063876
All,62.18906363816771
All,45.22497472096522
All,47.93020744495342
All,65.65112168919866
All,58.84733612589383
All,42.31700248824252
All,51.840823246011176
All,63.54713285102168
All,48.03261783811392
All,37.029384006950195
All,52.077837467095236
All,56.209885890224214
All,37.69675950336664
All,36.75771378987904
All,54.90785886426992
All,51.59518490830709
All,35.71383619170724
All,45.38898855017692
All,61.68565128758215
All,51.08071209419828
All,40.8359902722036
All,57.133102008456525
All,65.67253689196248
All,48.873496196129615
All,45.40393719061166
All,62.80971510333422
All,60.505780847353414
All,41.527408757508056
All,45.88401002317934
All,60.500866011007574
All,49.04654709584902
All,34.275545968167236
All,46.951794556720834
All,56.63965140287467
All,40.591297308556015
All,35.18771461373686
All,53.78755939552862
All,56.456975481726865
All,39.93154969206481
All,44.72300374860148
All,63.351027527687265
All,56.913338222740286
All,42.61425589703096
All,54.66815889552534
All,66.8699234102525
All,51.66176731860577
All,42.351104067679984
All,58.01075217867765
All,60.604128743965425
All,41.11570348289192
All,40.20656097876828
All,56.732512005397865
All,50.63207228839676
All,33.63509765390396
All,42.97518651493831
All,57.4365012694823
All,45.264812191620415
All,35.77335681238011
All,52.98788790987109
All,61.15641672616714
All,45.16930657786218
All,44.354449723980494
All,63.378814485191626
All,61.442350046171384
All,44.18674635498262
All,50.83720342598961
All,65.61863589171939
All,53.44340270379582
All,39.29185662781179
All,52.053527560669906
All,59.59529232134842
All,41.624596261980706
All,35.815048995896824
All,53.027465787514735
All,53.00453211882596
All,35.392482315649914
All,40.57845396654555
All,58.44934656695542
All,51.07198118094986
All,38.10431223167098
All,52.12767596953678
All,64.77325107046957
All,50.45623913083757
All,43.855722536310886
All,61.39550429196997
All,64.01918276029151
All,45.31559664191746
All,46.039728159612125
All,62.24094872944896
All,54.40307809762135
All,36.939799583543945
All,45.96590847774296
All,58.077065124433005
All,43.478010481492014
All,33.48475379066311
All,49.97950159517017
All,56.07221575544307
All,39.35348248057082
All,39.782787367227066
All,59.26137826713961
All,57.066187424571204
All,41.47968457748502
All,50.77351990493351
All,66.50920834795585
All,54.92395752319033
All,42.98843298896321
All,57.43770902155811
All,64.43196091863082
All,46.072366044960695
All,41.01203809514961
All,57.45597742894654
All,54.94367020133602
All,36.01430034574694
All,40.77272308107854
All,56.59606950124747
All,46.81146830750018
All,33.58242354695783
All,47.86356412638615
All,59.41103875690513
All,44.87320111133075
All,40.252158369634735
All,59.31903354855414
All,62.20480819516496
All,45.109193195523986
All,48.62168119065909
All,65.89310609184068
All,57.9958808972694
All,41.804097989290504
All,51.988156248390304
All,62.91954396976987
All,46.78335215178132
All,36.67457921749635
All,52.19790064958263
All,55.513170139082746
All,37.032995889413655
All,37.268531073938476
All,55.48336921587504
All,51.37563002100954
All,35.988749148323535
All,46.61014953041092
All,62.34486888291278
All,50.99579778677612
All,41.437567310230655
All,58.116593917609045
All,65.58536397586474
All,48.32134841885622
All,45.644334854220304
All,62.911875943912776
All,59.48902978087658
All,40.64673950233434
All,45.89589477409451
All,60.07280799689622
All,47.88991661751414
All,33.91686414732546
All,47.389739615804444
All,56.425368623818336
All,40.14332607164232
All,35.853276591327926
All,54.768934244116174
All,56.54530403798035
All,40.14008277514101
All,45.88388971703706
All,64.11236602844465
All,56.670371510025475
All,42.768512652179545
All,55.38192081714398
All,66.6511718497084
All,50.721311389745956
All,42.153624520694386
All,58.03079175567852
All,59.6050084951573
All,40.055142198206596
All,40.198184548354895
All,56.6537340408032
All,49.76736729722548
All,33.376603691655895
All,43.73308606422027
All,57.72948905567567
All,45.04251466185396
All,36.471801873841045
All,54.19834541922311
All,61.436821755391264
All,45.17694056863907
All,45.23899077370075
All,64.07547658597831
All,60.9869663318126
All,43.834530861437756
All,51.20721816411896
All,65.31293243702522
All,52.256786389619236
All,38.76051122955123
All,52.09573905022982
All,58.81808626615096
All,40.592351838510574
All,35.888782030281874
All,53.384500758947894
All,52.55840592983278
All,35.272570365695735
All,41.568545770635225
All,59.1691807846273
All,51.01193131898538
All,38.669617595902025
All,53.344807524217
All,65.10595290582272
All,50.15840658769035
All,44.302372857429766
All,61.911434086000554
All,63.371602914971504
All,44.503867465209964
All,46.0832226123287
All,61.95515562895399
All,53.17742141492636
All,36.235848985853316
All,46.142074444311085
All,57.69676391702881
All,42.652060523818506
All,33.69247046612955
All,50.765606647426075
All,56.07340970800809
All,39.337123169123785
All,40.841023209657855
All,60.24482022058235
All,57.06068035341782
All,41.745666132521585
All,51.78136848962249
All,66.77518472944062
All,54.284554450192296
All,42.927864711562044
All,57.73314270188636
All,63.69088339539372
All,44.9456109599758
All,40.82186367373334
All,57.32727767871123
All,53.90405004364376
All,35.30984277947687
All,41.159688133365805
All,56.71301963507152
All,46.29947344978141
All,33.90445998749775
All,48.97229699465785
All,59.790889475931735
All,44.86790216699218
All,41.174187250737816
All,60.36246504170165
All,62.14322394747654
All,44.95689110105983
All,49.2602651821287
All,66.02983310152752
All,57.068069863330344
All,41.27370266743836
All,52.1014506596833
All,62.24179226701476
All,45.55038883833563
All,36.38375922794054
All,52.35016356995576
All,54.849934017907984
All,36.46485622297487
All,37.87535931095442
All,56.09563345233916
All,51.195720299176486
All,36.33599228933449
All,47.85512661844942
All,62.96269205941805
All,50.88624585378171
All,42.02793311260452
All,59.026812170449055
All,65.39524760170752
All,47.71641172197895
All,45.84368250270317
All,62.92982475381523
All,58.41153680118977
All,39.77830189213238
All,45.921950399333255
All,59.63380067505638
All,46.774753516768854
All,33.65411023337382
All,47.89088961763067
All,56.24965490707865
All,39.78001286982455
All,36.60822978018334
All,55.77008701284407
All,56.632159102582676
All,40.378907781721836
All,47.04007218900896
All,64.79803702954698
All,56.36124416803844
All,42.88996231851908
All,56.021579802446055
All,66.3265888338751
All,49.73051671797879
All,41.94371892466701
All,58.006137382518325
All,58.57395617973433
All,39.03931439359714
All,40.25049077165412
All,56.599490372595696
All,48.95709533904615
All,33.225942398336244
All,44.566158765732126
All,58.04866130377255
All,44.87305694730256
All,37.23373154456855
All,55.40156754907632
All,61.67034160550289
All,45.169993192712866
All,46.0948740713053
All,64.67696253636026
All,60.440949506766344
All,43.444066017904674
All,51.52292419621905
All,64.92141459702994
All,51.038434985827195
All,38.25521299188187
All,52.14171815695833
All,58.04132271145914
All,39.6297843541397
All,36.056761667019295
All,53.78856337890436
All,52.16181128131407
All,35.24880736185666
All,42.62544727656522
All,59.888491978100646
All,50.95901530355721
All,39.26134676458924
All,54.527021078863
All,65.3535393763776
All,49.80947431587246
All,44.70938516284301
All,62.33393489823361
All,62.63092403369874
All,43.66562491487821
All,46.10931661323197
All,61.6208149401585
All,51.94750056133261
All,35.59599805140257
All,46.36769022695364
All,57.34269160960002
All,41.90451482565334
All,34.00707599969419
All,51.603177135403165
All,56.10095190231638
All,39.384127159610046
All,41.94172615915126
All,61.194506963420075
All,57.01349806100154
All,42.00053157149087
All,52.73574362690373
All,66.93498485488311
All,53.574350122872936
All,42.83397478989697
