grp,value
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
1,1000000.5
1,1000000.3
